sample_id,method,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
TCGA-DU-6393-01A,nnls,0.9602425111424236,0.002422094638668053,0.0,0.0,0.0,0.01771788009108926,0.005852303164355741,0.0137652109634633
TCGA-DU-6394-01A,nnls,0.9892362283974722,0.0,0.0,0.0,0.0,0.0,0.0,0.010763771602527804
TCGA-DU-6395-01A,nnls,0.9403585742239817,0.013955603394987814,0.0,0.0,0.0,0.0,0.0146238690187448,0.031061953362285614
TCGA-DU-6396-01A,nnls,0.8135554631388738,0.1580496416387773,0.0,0.0,0.0,0.0,0.019475546563312036,0.008919348659036815
TCGA-DU-6397-01A,nnls,0.9625116111688161,0.0,0.0,0.0,0.0,0.0,0.004201325280257644,0.03328706355092622
TCGA-DU-6397-02A,nnls,0.859746876637772,0.003992536550599785,0.0,0.0,0.013049381675256199,0.09528388996536898,0.026532248586973905,0.0013950665840290917
TCGA-DU-6399-01A,nnls,0.954474583462024,0.02026795014872113,0.0,0.0,0.0,0.0,0.004320255714221367,0.02093721067503354
TCGA-DU-6400-01A,nnls,0.9710415578888495,0.004355323653307013,0.0,0.0,0.0,0.0068157097672806415,0.0,0.017787408690562955
TCGA-DU-6401-01A,nnls,0.8556213890722071,0.027227600019350453,0.0,0.0,0.002285115819197515,0.08597729347441488,0.0,0.02888860161483007
TCGA-DU-6402-01A,nnls,0.9445543004150186,0.01805874953834729,0.0,0.0,0.0,0.0018812994606887904,0.0,0.03550565058594547
TCGA-DU-6403-01A,nnls,0.839275852265619,0.042549951001314604,0.0,0.0,0.0,0.0,0.0958110410447255,0.022363155688340956
TCGA-DU-6404-01A,nnls,0.8995673470471215,0.01254652247578264,0.0,0.0,0.0,0.04974921455320292,0.0,0.03813691592389297
TCGA-DU-6405-01A,nnls,0.977465561520791,0.0,0.0,0.0,0.0,0.0,0.0,0.022534438479208906
TCGA-DU-6406-01A,nnls,0.9471723603281235,0.01650892165216012,0.0,0.0,0.0,0.021455553692008397,0.0,0.014863164327708006
TCGA-DU-6407-01A,nnls,0.9732113132616403,0.0,0.0,0.0,0.0,0.0,0.002047540882505401,0.024741145855854206
TCGA-DU-6408-01A,nnls,0.9645584174613211,0.012401409129191767,0.0,0.0,0.0,0.0,0.0,0.023040173409487105
TCGA-DU-6410-01A,nnls,0.876698602466176,0.0006532336527982298,0.0,0.0,0.06267308897087794,0.03689423863990212,0.023080836270245663,0.0
TCGA-DU-6542-01A,nnls,0.9144507199798902,0.031875788618345224,0.0,0.0,0.0,0.0,0.03048617291668597,0.023187318485078667
TCGA-DU-7006-01A,nnls,0.955221239846094,0.019412635142262376,0.0,0.0,0.0,0.0,0.0,0.025366125011643575
TCGA-DU-7007-01A,nnls,0.9752117424978363,0.003303535501433622,0.0,0.0,0.0,0.0,0.0,0.02148472200073009
TCGA-DU-7008-01A,nnls,0.9526972643492393,0.024151758666634212,0.0,0.0,0.0,0.003674568846438193,0.0,0.019476408137688396
TCGA-DU-7009-01A,nnls,0.7035644729685755,0.013115019718070761,0.0,0.0,0.031824507525916326,0.02218087136702301,0.161476169034766,0.06783895938564839
TCGA-DU-7010-01A,nnls,0.9089380478993058,0.002197354979337548,0.0,0.0,0.0,0.0,0.07154906444129638,0.01731553268006019
TCGA-DU-7011-01A,nnls,0.849229616879798,0.08052496200660351,0.0,0.0,0.0,0.02082239122133217,0.014398932071318354,0.03502409782094774
TCGA-DU-7012-01A,nnls,0.9596037651955989,0.013989033438901462,0.0,0.0,0.0,0.0,0.0,0.026407201365499566
TCGA-DU-7013-01A,nnls,0.9906637698944509,0.0,0.0,0.0,0.0,0.0,0.0,0.009336230105549072
TCGA-DU-7014-01A,nnls,0.9404499324044282,0.016692907604182742,0.0,0.0,0.0,0.03302920039679332,0.0,0.00982795959459561
TCGA-DU-7015-01A,nnls,0.9521072666983466,0.02983130540983092,0.0,0.0,0.0,0.0,0.0,0.01806142789182257
TCGA-DU-7018-01A,nnls,0.8583609596454703,0.0,0.0,0.0,0.06665450480905277,0.058210897925144806,0.00257328635464956,0.014200351265682453
TCGA-DU-7019-01A,nnls,0.8820785426862533,0.02510101644874597,0.0,0.0,0.0,0.021857790163318583,0.0,0.07096265070168202
TCGA-DU-7292-01A,nnls,0.9717003786744963,0.0,0.0,0.0,0.0,0.0,0.0,0.028299621325503743
