project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_volume	analytes.concentration	analytes.dna_integrity_number	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_18s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-LGG	a85fdb41-24c1-420d-8905-ec297f018bd9	TCGA-HW-7491	391497fe-a96b-4cd7-8ea0-0c7956fd10ac	TCGA-HW-7491-01A	d0ef73d0-2974-4ec0-9e19-156b884e323d	TCGA-HW-7491-01A-11	'--	'--	9002e625-a861-449a-a2c2-0c3bca3bf490	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-HW-7491-01A-11W	'--
TCGA-LGG	66c52a31-6503-40b5-a55e-fa476eaf0567	TCGA-VM-A8CE	5dd5716f-af08-422c-a00b-f12c000c65a8	TCGA-VM-A8CE-10A	0e18e37d-b82d-4d7c-ab4d-6df0e8783947	TCGA-VM-A8CE-10A-01	'--	'--	352f4851-4463-427e-a2b4-73340969e364	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VM-A8CE-10A-01D	'--
TCGA-LGG	66c52a31-6503-40b5-a55e-fa476eaf0567	TCGA-VM-A8CE	5dd5716f-af08-422c-a00b-f12c000c65a8	TCGA-VM-A8CE-10A	0e18e37d-b82d-4d7c-ab4d-6df0e8783947	TCGA-VM-A8CE-10A-01	'--	'--	4054c368-c865-43de-aa6c-f6237ea43cab	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VM-A8CE-10A-01W	'--
TCGA-LGG	66c52a31-6503-40b5-a55e-fa476eaf0567	TCGA-VM-A8CE	f4a1c3af-56a6-4195-9e3f-1e8c89ed7793	TCGA-VM-A8CE-01A	fd1648e9-caa6-4fd4-996d-a32ebf427cbd	TCGA-VM-A8CE-01A-11	'--	'--	2f0f8065-41d1-4823-a4da-f3d90f9624d4	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VM-A8CE-01A-11W	'--
TCGA-LGG	66c52a31-6503-40b5-a55e-fa476eaf0567	TCGA-VM-A8CE	f4a1c3af-56a6-4195-9e3f-1e8c89ed7793	TCGA-VM-A8CE-01A	fd1648e9-caa6-4fd4-996d-a32ebf427cbd	TCGA-VM-A8CE-01A-11	1.89	'--	3025e008-e55c-48d4-9fae-56dc9b70d4a1	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.57	8.5	UV Spec	released	TCGA-VM-A8CE-01A-11R	'--
TCGA-LGG	66c52a31-6503-40b5-a55e-fa476eaf0567	TCGA-VM-A8CE	f4a1c3af-56a6-4195-9e3f-1e8c89ed7793	TCGA-VM-A8CE-01A	fd1648e9-caa6-4fd4-996d-a32ebf427cbd	TCGA-VM-A8CE-01A-11	'--	'--	d2b3b369-0161-4a6a-a041-e97ad9643069	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VM-A8CE-01A-11D	'--
TCGA-LGG	cf2a1b98-5693-4c04-9167-f85e69a88a4a	TCGA-HT-A61B	32c901f6-b277-4870-b3f4-7a7ce53f124e	TCGA-HT-A61B-01A	d23da580-5bce-425e-ac1f-5eaf55e1510e	TCGA-HT-A61B-01A-11	'--	'--	249b1708-d966-45f2-91ef-69b165a85a93	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A61B-01A-11W	'--
TCGA-LGG	cf2a1b98-5693-4c04-9167-f85e69a88a4a	TCGA-HT-A61B	32c901f6-b277-4870-b3f4-7a7ce53f124e	TCGA-HT-A61B-01A	d23da580-5bce-425e-ac1f-5eaf55e1510e	TCGA-HT-A61B-01A-11	'--	'--	352c1971-10c0-4dae-a21c-38465167bd41	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A61B-01A-11D	'--
TCGA-LGG	cf2a1b98-5693-4c04-9167-f85e69a88a4a	TCGA-HT-A61B	32c901f6-b277-4870-b3f4-7a7ce53f124e	TCGA-HT-A61B-01A	d23da580-5bce-425e-ac1f-5eaf55e1510e	TCGA-HT-A61B-01A-11	1.89	'--	cdfae24e-3c75-406a-939c-1af3246fa61e	'--	RNA	'--	0.18	'--	mirVana (Allprep DNA) RNA	Yes	1.17	7.0	UV Spec	released	TCGA-HT-A61B-01A-11R	'--
TCGA-LGG	cf2a1b98-5693-4c04-9167-f85e69a88a4a	TCGA-HT-A61B	9e7ce89c-945e-469b-95b1-1780673cbdfa	TCGA-HT-A61B-10A	d4130086-627e-460e-9d26-4bc97af3dc61	TCGA-HT-A61B-10A-01	'--	'--	34ace6d4-d397-4141-9dc6-a8dd4b97a731	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A61B-10A-01W	'--
TCGA-LGG	cf2a1b98-5693-4c04-9167-f85e69a88a4a	TCGA-HT-A61B	9e7ce89c-945e-469b-95b1-1780673cbdfa	TCGA-HT-A61B-10A	d4130086-627e-460e-9d26-4bc97af3dc61	TCGA-HT-A61B-10A-01	'--	'--	ac61a42f-fad7-4362-81bc-3e71a0936fc7	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A61B-10A-01D	'--
TCGA-LGG	cdd1fd4c-3427-496c-8391-4aeb6730d3cc	TCGA-VM-A8CA	53271ec7-3df9-4146-a352-e16e7d28e79c	TCGA-VM-A8CA-10A	af8511d3-5573-40ff-9006-3ad3a67cfd24	TCGA-VM-A8CA-10A-01	'--	'--	7deda620-3541-4d7a-8206-39b47a6ce55a	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VM-A8CA-10A-01W	'--
TCGA-LGG	cdd1fd4c-3427-496c-8391-4aeb6730d3cc	TCGA-VM-A8CA	53271ec7-3df9-4146-a352-e16e7d28e79c	TCGA-VM-A8CA-10A	af8511d3-5573-40ff-9006-3ad3a67cfd24	TCGA-VM-A8CA-10A-01	'--	'--	e1248809-19e4-4065-a68d-45f8584b4a47	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VM-A8CA-10A-01D	'--
TCGA-LGG	cdd1fd4c-3427-496c-8391-4aeb6730d3cc	TCGA-VM-A8CA	57ccfb50-9f82-4d30-9dd3-4d2624281348	TCGA-VM-A8CA-01A	f2916848-90c1-49ed-aed5-2de5e42d6948	TCGA-VM-A8CA-01A-11	'--	'--	2d630d44-db70-43fd-86d2-ff8e782b454d	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VM-A8CA-01A-11D	'--
TCGA-LGG	cdd1fd4c-3427-496c-8391-4aeb6730d3cc	TCGA-VM-A8CA	57ccfb50-9f82-4d30-9dd3-4d2624281348	TCGA-VM-A8CA-01A	f2916848-90c1-49ed-aed5-2de5e42d6948	TCGA-VM-A8CA-01A-11	'--	'--	869d11c0-fdae-4ab9-9a31-605c188e9dcf	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VM-A8CA-01A-11W	'--
TCGA-LGG	cdd1fd4c-3427-496c-8391-4aeb6730d3cc	TCGA-VM-A8CA	57ccfb50-9f82-4d30-9dd3-4d2624281348	TCGA-VM-A8CA-01A	f2916848-90c1-49ed-aed5-2de5e42d6948	TCGA-VM-A8CA-01A-11	1.81	'--	c95646d1-ea41-4044-933a-28f2163f8b35	'--	RNA	'--	0.18	'--	mirVana (Allprep DNA) RNA	Yes	1.18	7.3	UV Spec	released	TCGA-VM-A8CA-01A-11R	'--
TCGA-LGG	dc7ec60b-5ea5-48a4-8908-55caf9214272	TCGA-R8-A73M	58d29873-f3e8-4e9c-b86c-0b12a8a3e94c	TCGA-R8-A73M-10A	f91bf5b1-f54c-47a9-b71b-5272c6eaebea	TCGA-R8-A73M-10A-01	'--	'--	cb24d413-2314-4a55-a34e-055b36e33918	'--	DNA	'--	0.12	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-R8-A73M-10A-01D	'--
TCGA-LGG	dc7ec60b-5ea5-48a4-8908-55caf9214272	TCGA-R8-A73M	8a5df645-374b-4c43-a0e2-7658e0b8f7a7	TCGA-R8-A73M-01A	1e8ef1ac-bb4b-4de2-ad18-8d09890d6adf	TCGA-R8-A73M-01A-11	'--	'--	eef419e4-4615-4855-9b7a-c255d62c1226	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-R8-A73M-01A-11D	'--
TCGA-LGG	dc7ec60b-5ea5-48a4-8908-55caf9214272	TCGA-R8-A73M	8a5df645-374b-4c43-a0e2-7658e0b8f7a7	TCGA-R8-A73M-01A	1e8ef1ac-bb4b-4de2-ad18-8d09890d6adf	TCGA-R8-A73M-01A-11	'--	'--	f0208f3a-1f12-498d-94fc-42ae030649d0	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-R8-A73M-01A-11W	'--
TCGA-LGG	dc7ec60b-5ea5-48a4-8908-55caf9214272	TCGA-R8-A73M	8a5df645-374b-4c43-a0e2-7658e0b8f7a7	TCGA-R8-A73M-01A	1e8ef1ac-bb4b-4de2-ad18-8d09890d6adf	TCGA-R8-A73M-01A-11	1.83	'--	fa16b8cd-f7ae-4127-be2e-0050208bf429	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.31	8.1	UV Spec	released	TCGA-R8-A73M-01A-11R	'--
TCGA-LGG	dc7ec60b-5ea5-48a4-8908-55caf9214272	TCGA-R8-A73M	f853e7b0-73b0-4f17-8c6f-7f03325f6ba6	TCGA-R8-A73M-10C	d348cc53-bdbc-4c4a-be8d-926e2677126b	TCGA-R8-A73M-10C-01	'--	'--	8358f71d-1522-4a57-bb88-33cd98461c01	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-R8-A73M-10C-01W	'--
TCGA-LGG	dc7ec60b-5ea5-48a4-8908-55caf9214272	TCGA-R8-A73M	f853e7b0-73b0-4f17-8c6f-7f03325f6ba6	TCGA-R8-A73M-10C	d348cc53-bdbc-4c4a-be8d-926e2677126b	TCGA-R8-A73M-10C-01	'--	'--	e7ea39e9-1332-49ab-9a84-320b67230de9	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-R8-A73M-10C-01D	'--
TCGA-LGG	b6f13250-31b3-46ad-b514-5a684f1094a9	TCGA-FG-7643	71f68bc7-2612-4d84-8948-5a06d30af488	TCGA-FG-7643-01A	f1b6ed6f-d3aa-41d5-bd4f-034ecfaa5195	TCGA-FG-7643-01A-11	'--	'--	07780e04-287f-4d0d-b219-7d4494894ad7	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-7643-01A-11W	'--
TCGA-LGG	b6f13250-31b3-46ad-b514-5a684f1094a9	TCGA-FG-7643	71f68bc7-2612-4d84-8948-5a06d30af488	TCGA-FG-7643-01A	f1b6ed6f-d3aa-41d5-bd4f-034ecfaa5195	TCGA-FG-7643-01A-11	'--	'--	12ac0b85-ac57-412c-8636-ec561b157030	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.18	7.1	UV Spec	released	TCGA-FG-7643-01A-11R	'--
TCGA-LGG	b6f13250-31b3-46ad-b514-5a684f1094a9	TCGA-FG-7643	71f68bc7-2612-4d84-8948-5a06d30af488	TCGA-FG-7643-01A	f1b6ed6f-d3aa-41d5-bd4f-034ecfaa5195	TCGA-FG-7643-01A-11	'--	'--	bc7dacc6-c8bd-4b95-94c6-3aa53bfdec87	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FG-7643-01A-11D	'--
TCGA-LGG	b6f13250-31b3-46ad-b514-5a684f1094a9	TCGA-FG-7643	c3c1221b-21b1-4975-b566-e562fe12521b	TCGA-FG-7643-10A	d5410952-4516-4ae8-9006-c4cb8b9a57e5	TCGA-FG-7643-10A-01	'--	'--	9321e72a-a232-49dc-88c5-3e43dfe6f514	'--	DNA	'--	0.13	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-FG-7643-10A-01D	'--
TCGA-LGG	b6f13250-31b3-46ad-b514-5a684f1094a9	TCGA-FG-7643	c3c1221b-21b1-4975-b566-e562fe12521b	TCGA-FG-7643-10A	d5410952-4516-4ae8-9006-c4cb8b9a57e5	TCGA-FG-7643-10A-01	'--	'--	98aee0d1-9186-4d96-bf1f-061d179cf5c6	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-7643-10A-01W	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	41c11d33-7790-4033-99b4-087f0e87474a	TCGA-FG-5963-10A	021bf844-248f-4b71-a7dd-4ffff13a35e3	TCGA-FG-5963-10A-01	'--	'--	4c5fe2d1-8713-468e-9500-ff752a48bec4	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-FG-5963-10A-01W	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	41c11d33-7790-4033-99b4-087f0e87474a	TCGA-FG-5963-10A	021bf844-248f-4b71-a7dd-4ffff13a35e3	TCGA-FG-5963-10A-01	1.9	'--	968e5f7e-b827-4de8-968f-0efbd91b65d0	'--	DNA	'--	0.13	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-FG-5963-10A-01D	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	41c647e8-6a53-464b-9efc-78547c514519	TCGA-FG-5963-01A	62b1a48e-0873-4f59-bea6-6f253621b0a9	TCGA-FG-5963-01A-11	'--	'--	2314caf9-0303-4673-ac19-1367e9d99a04	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-FG-5963-01A-11W	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	41c647e8-6a53-464b-9efc-78547c514519	TCGA-FG-5963-01A	62b1a48e-0873-4f59-bea6-6f253621b0a9	TCGA-FG-5963-01A-11	1.7	'--	5a9442b2-2fd1-49e9-8e07-e8b02e750c61	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	0.95	7.0	UV Spec	released	TCGA-FG-5963-01A-11R	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	41c647e8-6a53-464b-9efc-78547c514519	TCGA-FG-5963-01A	62b1a48e-0873-4f59-bea6-6f253621b0a9	TCGA-FG-5963-01A-11	2.0	'--	9d4be160-0eb6-4b2b-875a-8b9eb8e14c5b	'--	DNA	'--	0.13	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-FG-5963-01A-11D	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	f98732ca-5be1-485e-808c-327e9055dbac	TCGA-FG-5963-02A	3df859d6-63b5-4d23-96cb-2d6be2629496	TCGA-FG-5963-02A-12	1.9	'--	23a1ac66-c77e-4d38-bfe3-479d927235a4	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.76	8.0	UV Spec	released	TCGA-FG-5963-02A-12R	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	f98732ca-5be1-485e-808c-327e9055dbac	TCGA-FG-5963-02A	3df859d6-63b5-4d23-96cb-2d6be2629496	TCGA-FG-5963-02A-12	'--	'--	ea30a25c-9b55-4eea-8448-43d15d575442	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FG-5963-02A-12W	'--
TCGA-LGG	68f550ca-3a33-45e4-b1c9-14f99e543263	TCGA-FG-5963	f98732ca-5be1-485e-808c-327e9055dbac	TCGA-FG-5963-02A	3df859d6-63b5-4d23-96cb-2d6be2629496	TCGA-FG-5963-02A-12	'--	'--	f62364e6-48b4-42ba-aeee-e209d28abae6	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FG-5963-02A-12D	'--
TCGA-LGG	5f853a88-811d-4eb4-914e-d90862c5d2a2	TCGA-DB-A75K	9156d11f-6cc2-4e6f-9f06-923b98d40fe8	TCGA-DB-A75K-01A	2f543b87-3a9f-4b55-9e8d-10b5ab94ce51	TCGA-DB-A75K-01A-31-A646-42	'--	'--	8ca84569-d10a-4eb3-a3b6-2843b5d3154e	'--	DNA	'--	'--	'--	'--	'--	'--	'--	'--	released	TCGA-DB-A75K-01A-31-A646-42-X034-S07	'--
TCGA-LGG	5f853a88-811d-4eb4-914e-d90862c5d2a2	TCGA-DB-A75K	9156d11f-6cc2-4e6f-9f06-923b98d40fe8	TCGA-DB-A75K-01A	fcd22d24-0919-4434-b1ea-167d0e4bf8cd	TCGA-DB-A75K-01A-11	'--	'--	1dbcdb45-0fba-48b0-b7a1-80d87d522826	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DB-A75K-01A-11D	'--
TCGA-LGG	5f853a88-811d-4eb4-914e-d90862c5d2a2	TCGA-DB-A75K	9156d11f-6cc2-4e6f-9f06-923b98d40fe8	TCGA-DB-A75K-01A	fcd22d24-0919-4434-b1ea-167d0e4bf8cd	TCGA-DB-A75K-01A-11	1.86	'--	5680b2e4-4027-4b40-975b-e5d79779c002	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.17	7.4	UV Spec	released	TCGA-DB-A75K-01A-11R	'--
TCGA-LGG	5f853a88-811d-4eb4-914e-d90862c5d2a2	TCGA-DB-A75K	9156d11f-6cc2-4e6f-9f06-923b98d40fe8	TCGA-DB-A75K-01A	fcd22d24-0919-4434-b1ea-167d0e4bf8cd	TCGA-DB-A75K-01A-11	'--	'--	ed59a5f6-71fa-44c4-9545-cd714f8c4346	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DB-A75K-01A-11W	'--
TCGA-LGG	5f853a88-811d-4eb4-914e-d90862c5d2a2	TCGA-DB-A75K	db6996c6-aa87-4f4a-941b-c99a2f0c114b	TCGA-DB-A75K-10A	a9f17dd4-b42e-43b5-ae1c-df28c4d08899	TCGA-DB-A75K-10A-01	'--	'--	48c27a7a-91e7-4027-a17b-c284a794ad3b	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DB-A75K-10A-01W	'--
TCGA-LGG	5f853a88-811d-4eb4-914e-d90862c5d2a2	TCGA-DB-A75K	db6996c6-aa87-4f4a-941b-c99a2f0c114b	TCGA-DB-A75K-10A	a9f17dd4-b42e-43b5-ae1c-df28c4d08899	TCGA-DB-A75K-10A-01	'--	'--	73b15e15-b245-41cd-b908-3649f13c72f3	'--	DNA	'--	0.16	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DB-A75K-10A-01D	'--
TCGA-LGG	e488f613-f155-4e11-87d4-8c789ea81691	TCGA-DU-8166	a38506dc-d9e9-4c54-acc2-70556b411b04	TCGA-DU-8166-10A	4678bd5f-6236-447e-8953-108a2bd4b850	TCGA-DU-8166-10A-01	'--	'--	201c348c-76e6-4210-a184-a91f7bee36f6	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DU-8166-10A-01D	'--
TCGA-LGG	e488f613-f155-4e11-87d4-8c789ea81691	TCGA-DU-8166	a38506dc-d9e9-4c54-acc2-70556b411b04	TCGA-DU-8166-10A	4678bd5f-6236-447e-8953-108a2bd4b850	TCGA-DU-8166-10A-01	'--	'--	eec176a2-3c35-4d61-99bf-47e7234c5399	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-8166-10A-01W	'--
TCGA-LGG	e488f613-f155-4e11-87d4-8c789ea81691	TCGA-DU-8166	ab6abe09-aeef-440b-ab08-04c3d5cbe8b7	TCGA-DU-8166-01A	7e9d3c83-0c4b-4be0-aaf0-6457d6138a63	TCGA-DU-8166-01A-11	'--	'--	2f1a8ca9-e00a-47d4-9cc3-cd04ffada995	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-8166-01A-11D	'--
TCGA-LGG	e488f613-f155-4e11-87d4-8c789ea81691	TCGA-DU-8166	ab6abe09-aeef-440b-ab08-04c3d5cbe8b7	TCGA-DU-8166-01A	7e9d3c83-0c4b-4be0-aaf0-6457d6138a63	TCGA-DU-8166-01A-11	'--	'--	528af80b-b465-4f6d-8b8b-179f84728599	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.34	8.4	UV Spec	released	TCGA-DU-8166-01A-11R	'--
TCGA-LGG	e488f613-f155-4e11-87d4-8c789ea81691	TCGA-DU-8166	ab6abe09-aeef-440b-ab08-04c3d5cbe8b7	TCGA-DU-8166-01A	7e9d3c83-0c4b-4be0-aaf0-6457d6138a63	TCGA-DU-8166-01A-11	'--	'--	c0007d46-c4af-441b-b2f9-d8d409468c0e	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-8166-01A-11W	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	6705ec73-a74a-4dd3-bd69-ce19a5423cf4	TCGA-DU-6406-10A	6c39f93a-cf3e-407c-bf81-11babf54ac0b	TCGA-DU-6406-10A-01	1.7	'--	45641e28-7c4c-496b-a4aa-feb5fe96d90d	'--	DNA	'--	0.13	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DU-6406-10A-01D	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	92b70ee8-e0bd-4b01-8df9-e06af18af377	TCGA-DU-6406-01A	5bb0796f-0c86-45cc-8a03-7256905e9adb	TCGA-DU-6406-01A-11	1.8	'--	2312a58c-0948-4675-98dc-c8c5a421d9d2	'--	RNA	'--	0.13	'--	mirVana (Allprep DNA) RNA	Yes	1.58	9.5	UV Spec	released	TCGA-DU-6406-01A-11R	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	92b70ee8-e0bd-4b01-8df9-e06af18af377	TCGA-DU-6406-01A	5bb0796f-0c86-45cc-8a03-7256905e9adb	TCGA-DU-6406-01A-11	'--	'--	5920bda8-4114-429f-a1ae-48fb6723a48f	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DU-6406-01A-11W	'--
TCGA-LGG	c13a429c-99ea-478c-ae95-fa499b9ea9fa	TCGA-DU-6406	92b70ee8-e0bd-4b01-8df9-e06af18af377	TCGA-DU-6406-01A	5bb0796f-0c86-45cc-8a03-7256905e9adb	TCGA-DU-6406-01A-11	1.9	'--	5f9a2698-1245-4db9-bb90-499a7742b3ac	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-DU-6406-01A-11D	'--
TCGA-LGG	a0b7c7c8-a6f2-41ba-9e61-9b7f8fbbbe1f	TCGA-IK-8125	59246cc0-1c57-46d3-bdf0-a31bb40976a6	TCGA-IK-8125-01A	98a2bdf7-2247-4c74-8439-9163d176c3af	TCGA-IK-8125-01A-11	'--	'--	b2c985fb-2d39-40a9-8c35-263964cfe784	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-IK-8125-01A-11D	'--
TCGA-LGG	a0b7c7c8-a6f2-41ba-9e61-9b7f8fbbbe1f	TCGA-IK-8125	59246cc0-1c57-46d3-bdf0-a31bb40976a6	TCGA-IK-8125-01A	98a2bdf7-2247-4c74-8439-9163d176c3af	TCGA-IK-8125-01A-11	'--	'--	cc9253b4-7a4a-447f-ac78-70a126fab1da	'--	RNA	'--	0.13	'--	mirVana (Allprep DNA) RNA	Yes	1.53	8.3	UV Spec	released	TCGA-IK-8125-01A-11R	'--
TCGA-LGG	a0b7c7c8-a6f2-41ba-9e61-9b7f8fbbbe1f	TCGA-IK-8125	59246cc0-1c57-46d3-bdf0-a31bb40976a6	TCGA-IK-8125-01A	98a2bdf7-2247-4c74-8439-9163d176c3af	TCGA-IK-8125-01A-11	'--	'--	e81a852c-d1a8-4e15-9408-7fe04a13b47f	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-IK-8125-01A-11W	'--
TCGA-LGG	a0b7c7c8-a6f2-41ba-9e61-9b7f8fbbbe1f	TCGA-IK-8125	da9f5096-6d88-424f-9867-d9bb36443f15	TCGA-IK-8125-10A	4022242d-36f3-40dd-9c3e-99edfc437b55	TCGA-IK-8125-10A-01	'--	'--	86f58985-225e-4a4e-bbf3-232e8cc45831	'--	DNA	'--	0.14	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	TCGA-IK-8125-10A-01D	'--
TCGA-LGG	a0b7c7c8-a6f2-41ba-9e61-9b7f8fbbbe1f	TCGA-IK-8125	da9f5096-6d88-424f-9867-d9bb36443f15	TCGA-IK-8125-10A	4022242d-36f3-40dd-9c3e-99edfc437b55	TCGA-IK-8125-10A-01	'--	'--	f030595b-e047-4b34-8280-7b8b4bc33d76	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-IK-8125-10A-01W	'--
TCGA-LGG	c16d9f69-26f9-4ec7-b2d5-ff9f7dacfe0f	TCGA-CS-6665	1b98b990-ed6b-4ec9-96af-9f690caabca6	TCGA-CS-6665-10A	652bca28-f87d-469a-81e5-27144530ee80	TCGA-CS-6665-10A-01	1.8	'--	9eaa691a-ff78-4a75-9af8-56579c81a3a7	'--	DNA	'--	0.16	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	TCGA-CS-6665-10A-01D	'--
TCGA-LGG	c16d9f69-26f9-4ec7-b2d5-ff9f7dacfe0f	TCGA-CS-6665	1b98b990-ed6b-4ec9-96af-9f690caabca6	TCGA-CS-6665-10A	652bca28-f87d-469a-81e5-27144530ee80	TCGA-CS-6665-10A-01	'--	'--	c3e3e0cf-fd2f-4d24-bf53-137d95615ca7	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-CS-6665-10A-01W	'--
