project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_volume	analytes.concentration	analytes.dna_integrity_number	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_18s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-LGG	36615695-921c-4c8a-93d6-6c788079beae	TCGA-RY-A845	27b43551-4d86-4113-8fb0-3a20abed5a1a	TCGA-RY-A845-01A	949089fe-ba4f-4b36-a8c4-6452fb2d4f9f	TCGA-RY-A845-01A-11	1.91	'--	eee11d64-6c78-4985-96f6-a41aa9a2a716	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.23	7.3	UV Spec	released	TCGA-RY-A845-01A-11R	'--
TCGA-LGG	275cb949-2f61-48c9-84f0-ba8ae4fa35c4	TCGA-HT-7881	5b43372b-75bb-49a7-863c-5ac853d0b120	TCGA-HT-7881-01A	2faa688b-1812-44c7-88e7-7615df9e3920	TCGA-HT-7881-01A-11	'--	'--	3606f2c9-2025-4a17-bf07-bef7929c67a1	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.5	7.7	UV Spec	released	TCGA-HT-7881-01A-11R	'--
TCGA-LGG	275cb949-2f61-48c9-84f0-ba8ae4fa35c4	TCGA-HT-7881	5b43372b-75bb-49a7-863c-5ac853d0b120	TCGA-HT-7881-01A	2faa688b-1812-44c7-88e7-7615df9e3920	TCGA-HT-7881-01A-11	'--	'--	4f5fe5db-9e45-49dd-a006-76505fe50374	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HT-7881-01A-11W	'--
TCGA-LGG	275cb949-2f61-48c9-84f0-ba8ae4fa35c4	TCGA-HT-7881	5b43372b-75bb-49a7-863c-5ac853d0b120	TCGA-HT-7881-01A	2faa688b-1812-44c7-88e7-7615df9e3920	TCGA-HT-7881-01A-11	'--	'--	f3f9a91f-3e0a-4a08-bff9-c64608dbd4fb	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-7881-01A-11D	'--
TCGA-LGG	275cb949-2f61-48c9-84f0-ba8ae4fa35c4	TCGA-HT-7881	7d86251a-93cb-4a6a-a0bb-52a4ee72f0b6	TCGA-HT-7881-10A	36eef0c6-64cd-4858-b5d2-f2ef9e12e6a1	TCGA-HT-7881-10A-01	'--	'--	16505da9-fdec-4573-a51d-83b3e7837a3a	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HT-7881-10A-01W	'--
TCGA-LGG	275cb949-2f61-48c9-84f0-ba8ae4fa35c4	TCGA-HT-7881	7d86251a-93cb-4a6a-a0bb-52a4ee72f0b6	TCGA-HT-7881-10A	36eef0c6-64cd-4858-b5d2-f2ef9e12e6a1	TCGA-HT-7881-10A-01	'--	'--	bcd8597a-ef7b-4c14-b12a-ad18543b31df	'--	DNA	'--	0.15	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	TCGA-HT-7881-10A-01D	'--
TCGA-LGG	d698946e-57dd-4ff2-b5fa-7a1d15c828be	TCGA-TQ-A7RO	24f8acbb-2759-4196-acaf-ef27c87dd4b3	TCGA-TQ-A7RO-01A	08e56e74-4915-46c9-acd2-c8d257a0bdcc	TCGA-TQ-A7RO-01A-11	'--	'--	30fee162-3347-4a3e-82b4-26cb7bee4ddd	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-TQ-A7RO-01A-11D	'--
TCGA-LGG	d698946e-57dd-4ff2-b5fa-7a1d15c828be	TCGA-TQ-A7RO	24f8acbb-2759-4196-acaf-ef27c87dd4b3	TCGA-TQ-A7RO-01A	08e56e74-4915-46c9-acd2-c8d257a0bdcc	TCGA-TQ-A7RO-01A-11	'--	'--	41cc7461-7dae-4c07-adf9-c5d571149c4d	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-TQ-A7RO-01A-11W	'--
TCGA-LGG	d698946e-57dd-4ff2-b5fa-7a1d15c828be	TCGA-TQ-A7RO	24f8acbb-2759-4196-acaf-ef27c87dd4b3	TCGA-TQ-A7RO-01A	08e56e74-4915-46c9-acd2-c8d257a0bdcc	TCGA-TQ-A7RO-01A-11	1.92	'--	a5198ceb-8466-4bfc-8112-e9dfa76c29af	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.7	8.7	UV Spec	released	TCGA-TQ-A7RO-01A-11R	'--
TCGA-LGG	d698946e-57dd-4ff2-b5fa-7a1d15c828be	TCGA-TQ-A7RO	b4e66500-391c-4146-97da-8ff650116dde	TCGA-TQ-A7RO-10A	0d24e9e2-31f6-4f97-888a-59bf1c69ef37	TCGA-TQ-A7RO-10A-01	'--	'--	02a94a80-dc9d-4715-929d-3182e900e481	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-TQ-A7RO-10A-01D	'--
TCGA-LGG	d698946e-57dd-4ff2-b5fa-7a1d15c828be	TCGA-TQ-A7RO	b4e66500-391c-4146-97da-8ff650116dde	TCGA-TQ-A7RO-10A	0d24e9e2-31f6-4f97-888a-59bf1c69ef37	TCGA-TQ-A7RO-10A-01	'--	'--	347a55f7-045c-4dca-9409-a6f8fe39f5f5	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-TQ-A7RO-10A-01W	'--
TCGA-LGG	669605f6-39a1-4f8c-81dc-39430ff5f892	TCGA-DU-A5TP	9e681d49-6781-4a4b-bab0-d394e58eaa64	TCGA-DU-A5TP-01A	09bbf063-5093-4f04-a1d7-e738aa5e4d5d	TCGA-DU-A5TP-01A-11	'--	'--	684d5b75-343e-4fa1-87b2-c7f42170a47c	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DU-A5TP-01A-11W	'--
TCGA-LGG	669605f6-39a1-4f8c-81dc-39430ff5f892	TCGA-DU-A5TP	9e681d49-6781-4a4b-bab0-d394e58eaa64	TCGA-DU-A5TP-01A	09bbf063-5093-4f04-a1d7-e738aa5e4d5d	TCGA-DU-A5TP-01A-11	1.85	'--	8d9b7835-ebc9-41b9-b83c-98e7a5398a27	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.31	8.9	UV Spec	released	TCGA-DU-A5TP-01A-11R	'--
TCGA-LGG	669605f6-39a1-4f8c-81dc-39430ff5f892	TCGA-DU-A5TP	9e681d49-6781-4a4b-bab0-d394e58eaa64	TCGA-DU-A5TP-01A	09bbf063-5093-4f04-a1d7-e738aa5e4d5d	TCGA-DU-A5TP-01A-11	'--	'--	f6fe053e-77d3-4a34-9900-dd9c5db6eb24	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-A5TP-01A-11D	'--
TCGA-LGG	669605f6-39a1-4f8c-81dc-39430ff5f892	TCGA-DU-A5TP	a62ca5ed-858d-4799-81f5-ad36710dd5f2	TCGA-DU-A5TP-10A	80091fe9-486c-4ee6-a464-c191c5027ae0	TCGA-DU-A5TP-10A-01	'--	'--	4861666d-0afa-419c-8844-96a4fa44efa7	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DU-A5TP-10A-01W	'--
TCGA-LGG	669605f6-39a1-4f8c-81dc-39430ff5f892	TCGA-DU-A5TP	a62ca5ed-858d-4799-81f5-ad36710dd5f2	TCGA-DU-A5TP-10A	80091fe9-486c-4ee6-a464-c191c5027ae0	TCGA-DU-A5TP-10A-01	'--	'--	a2d577e4-eaa3-4f6d-a8e2-a71f97bfee07	'--	DNA	'--	0.17	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DU-A5TP-10A-01D	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	5f1c5d39-82b1-4e39-9266-35a99bc31821	TCGA-HW-8321-10A	2e2d3c7f-5bd7-4c4e-9fd5-d97846ed7614	TCGA-HW-8321-10A-01	'--	'--	42a007b1-c5d4-4934-bec9-a9a4a8ad3167	'--	DNA	'--	0.15	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	TCGA-HW-8321-10A-01D	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	5f1c5d39-82b1-4e39-9266-35a99bc31821	TCGA-HW-8321-10A	2e2d3c7f-5bd7-4c4e-9fd5-d97846ed7614	TCGA-HW-8321-10A-01	'--	'--	f27efb98-e083-4025-8f5d-f853b30c63ae	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HW-8321-10A-01W	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	d6656290-5a69-4c29-be89-227a94f4308a	TCGA-HW-8321-01A	d8eed7ab-6180-47e1-9141-d8a86d2edca0	TCGA-HW-8321-01A-11	'--	'--	7f833c30-9d18-4384-a209-86bf2c0672e4	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.81	8.9	UV Spec	released	TCGA-HW-8321-01A-11R	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	d6656290-5a69-4c29-be89-227a94f4308a	TCGA-HW-8321-01A	d8eed7ab-6180-47e1-9141-d8a86d2edca0	TCGA-HW-8321-01A-11	'--	'--	a76b56b9-9026-49ab-a3e0-89152febece6	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HW-8321-01A-11W	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	d6656290-5a69-4c29-be89-227a94f4308a	TCGA-HW-8321-01A	d8eed7ab-6180-47e1-9141-d8a86d2edca0	TCGA-HW-8321-01A-11	'--	'--	aa8c6a63-afb5-4ce4-b9d4-142c3b1909fe	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HW-8321-01A-11D	'--
TCGA-LGG	2d42dd0e-be3a-46ae-a635-c6f9c52f9fa2	TCGA-DU-5853	53016c96-fa90-4d32-809c-38538d41c2e8	TCGA-DU-5853-10A	e2616baf-bb46-483e-acb5-0de0bae6ea36	TCGA-DU-5853-10A-01	'--	'--	0fda3f20-7220-4ffe-88a6-0ab2599cad81	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-5853-10A-01W	'--
TCGA-LGG	2d42dd0e-be3a-46ae-a635-c6f9c52f9fa2	TCGA-DU-5853	53016c96-fa90-4d32-809c-38538d41c2e8	TCGA-DU-5853-10A	e2616baf-bb46-483e-acb5-0de0bae6ea36	TCGA-DU-5853-10A-01	1.8	'--	d3907679-08e9-48ef-9819-b015028d41bc	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DU-5853-10A-01D	'--
TCGA-LGG	2d42dd0e-be3a-46ae-a635-c6f9c52f9fa2	TCGA-DU-5853	e4cbef52-bcf5-424b-8ebe-015c4c445c5c	TCGA-DU-5853-01A	0887531b-2e9e-4343-bd0b-c4498a88d69a	TCGA-DU-5853-01A-11	'--	'--	1b2ab08b-552c-4d3d-b3fb-fed219afaf77	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-5853-01A-11W	'--
TCGA-LGG	2d42dd0e-be3a-46ae-a635-c6f9c52f9fa2	TCGA-DU-5853	e4cbef52-bcf5-424b-8ebe-015c4c445c5c	TCGA-DU-5853-01A	0887531b-2e9e-4343-bd0b-c4498a88d69a	TCGA-DU-5853-01A-11	1.8	'--	82e6f8bd-5d9b-41e8-ada6-35d27c6cf853	'--	RNA	'--	0.13	'--	mirVana (Allprep DNA) RNA	Yes	1.18	7.6	UV Spec	released	TCGA-DU-5853-01A-11R	'--
TCGA-LGG	2d42dd0e-be3a-46ae-a635-c6f9c52f9fa2	TCGA-DU-5853	e4cbef52-bcf5-424b-8ebe-015c4c445c5c	TCGA-DU-5853-01A	0887531b-2e9e-4343-bd0b-c4498a88d69a	TCGA-DU-5853-01A-11	1.9	'--	bb72c016-b680-4c1c-a704-c48e25aaae5f	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-DU-5853-01A-11D	'--
TCGA-LGG	ae081e4a-efa9-4b52-b15e-29085c0612d3	TCGA-CS-6667	1db5742a-e835-4d97-b566-8394eca8c6c9	TCGA-CS-6667-10A	86b22ba9-dddd-459c-9315-9f8870707f15	TCGA-CS-6667-10A-01	'--	'--	8c03ced3-1e5a-40ab-ad40-c1517970f4e4	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-CS-6667-10A-01W	'--
TCGA-LGG	ae081e4a-efa9-4b52-b15e-29085c0612d3	TCGA-CS-6667	1db5742a-e835-4d97-b566-8394eca8c6c9	TCGA-CS-6667-10A	86b22ba9-dddd-459c-9315-9f8870707f15	TCGA-CS-6667-10A-01	1.8	'--	a3542f6e-bdc7-4ed7-9060-e89d2c2d0e71	'--	DNA	'--	0.16	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	TCGA-CS-6667-10A-01D	'--
TCGA-LGG	ae081e4a-efa9-4b52-b15e-29085c0612d3	TCGA-CS-6667	fa7a9b2d-cb57-4985-85e0-b5661b482cc6	TCGA-CS-6667-01A	a400b684-15a1-49a9-a786-e9c6a9ca600d	TCGA-CS-6667-01A-12	'--	'--	31b5aeef-f8e4-4363-b5db-70e6dbed7b82	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-CS-6667-01A-12D	'--
TCGA-LGG	ae081e4a-efa9-4b52-b15e-29085c0612d3	TCGA-CS-6667	fa7a9b2d-cb57-4985-85e0-b5661b482cc6	TCGA-CS-6667-01A	a400b684-15a1-49a9-a786-e9c6a9ca600d	TCGA-CS-6667-01A-12	1.8	'--	c083989a-7acd-4f07-a8ad-900720a3cd5a	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.11	7.3	UV Spec	released	TCGA-CS-6667-01A-12R	'--
TCGA-LGG	ae081e4a-efa9-4b52-b15e-29085c0612d3	TCGA-CS-6667	fa7a9b2d-cb57-4985-85e0-b5661b482cc6	TCGA-CS-6667-01A	a400b684-15a1-49a9-a786-e9c6a9ca600d	TCGA-CS-6667-01A-12	'--	'--	ec5bf5d9-3b6b-4fa9-a0a7-d653fbb182e6	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-CS-6667-01A-12W	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	10712c77-9a19-4bb7-ac1a-b74a0a50f2be	TCGA-HT-A74H-01A	99fa7885-ced1-4e35-9141-f4d9eb8a71b5	TCGA-HT-A74H-01A-11	'--	'--	127bc9d5-67a8-4efb-bbbc-44e1f0c4e9e8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A74H-01A-11W	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	10712c77-9a19-4bb7-ac1a-b74a0a50f2be	TCGA-HT-A74H-01A	99fa7885-ced1-4e35-9141-f4d9eb8a71b5	TCGA-HT-A74H-01A-11	1.81	'--	63e877b8-0fd3-4976-b009-2beec1406975	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.39	7.0	UV Spec	released	TCGA-HT-A74H-01A-11R	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	10712c77-9a19-4bb7-ac1a-b74a0a50f2be	TCGA-HT-A74H-01A	99fa7885-ced1-4e35-9141-f4d9eb8a71b5	TCGA-HT-A74H-01A-11	'--	'--	e82d8c20-7ca1-424b-9392-bc7026303f5c	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A74H-01A-11D	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	51d97ca9-e6dc-47f0-a8b6-86e2285fcbf9	TCGA-HT-A74H-10A	f9190109-e0fb-4b98-a4f2-cbe882ca334d	TCGA-HT-A74H-10A-01	'--	'--	6184cd0d-b00b-4779-8801-07a4fdbd4cd9	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-A74H-10A-01D	'--
TCGA-LGG	fdff46a7-f92a-45cf-8756-6c73a406c923	TCGA-HT-A74H	51d97ca9-e6dc-47f0-a8b6-86e2285fcbf9	TCGA-HT-A74H-10A	f9190109-e0fb-4b98-a4f2-cbe882ca334d	TCGA-HT-A74H-10A-01	'--	'--	ea5141e8-e4f1-48e3-9ee9-46f831c4cafb	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HT-A74H-10A-01W	'--
TCGA-LGG	0639b753-4099-4ca4-adb9-763069a614ef	TCGA-HW-A5KL	075552a8-8012-4a2d-8281-74fe1567a739	TCGA-HW-A5KL-01A	c5c5b145-8c23-41bd-9ff1-6461663f5ff3	TCGA-HW-A5KL-01A-11	'--	'--	183243f7-1294-490c-a5b8-af6bd8740e01	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HW-A5KL-01A-11D	'--
TCGA-LGG	0639b753-4099-4ca4-adb9-763069a614ef	TCGA-HW-A5KL	075552a8-8012-4a2d-8281-74fe1567a739	TCGA-HW-A5KL-01A	c5c5b145-8c23-41bd-9ff1-6461663f5ff3	TCGA-HW-A5KL-01A-11	1.81	'--	7d2d119b-3db7-46be-834d-63cb6b6ea69e	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.18	7.2	UV Spec	released	TCGA-HW-A5KL-01A-11R	'--
TCGA-LGG	0639b753-4099-4ca4-adb9-763069a614ef	TCGA-HW-A5KL	075552a8-8012-4a2d-8281-74fe1567a739	TCGA-HW-A5KL-01A	c5c5b145-8c23-41bd-9ff1-6461663f5ff3	TCGA-HW-A5KL-01A-11	'--	'--	f57cc922-946b-4270-9ab2-b6d48b3531ae	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HW-A5KL-01A-11W	'--
TCGA-LGG	0639b753-4099-4ca4-adb9-763069a614ef	TCGA-HW-A5KL	bc4ec723-2139-435a-9bf1-e3736192116c	TCGA-HW-A5KL-10A	b10c62bf-ee94-41f4-8757-334b55ddd075	TCGA-HW-A5KL-10A-01	'--	'--	d39cb468-0e8a-47c4-a47e-2f16812767b2	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HW-A5KL-10A-01D	'--
TCGA-LGG	0639b753-4099-4ca4-adb9-763069a614ef	TCGA-HW-A5KL	bc4ec723-2139-435a-9bf1-e3736192116c	TCGA-HW-A5KL-10A	b10c62bf-ee94-41f4-8757-334b55ddd075	TCGA-HW-A5KL-10A-01	'--	'--	eb997ff6-eab1-4da9-ba57-421de54af112	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-HW-A5KL-10A-01W	'--
TCGA-LGG	106709ec-72df-44f0-8c71-87b7c755f8f0	TCGA-FG-8188	7769a93b-f0a6-4df0-ad24-1da11d0979c7	TCGA-FG-8188-01A	b300f016-8ad5-4ccc-96fe-f156cf5003fc	TCGA-FG-8188-01A-11	'--	'--	5ba443be-7281-4cac-80c3-9d22a87773d1	'--	RNA	'--	0.13	'--	mirVana (Allprep DNA) RNA	Yes	1.18	7.9	UV Spec	released	TCGA-FG-8188-01A-11R	'--
TCGA-LGG	106709ec-72df-44f0-8c71-87b7c755f8f0	TCGA-FG-8188	7769a93b-f0a6-4df0-ad24-1da11d0979c7	TCGA-FG-8188-01A	b300f016-8ad5-4ccc-96fe-f156cf5003fc	TCGA-FG-8188-01A-11	'--	'--	c0b2048c-0167-4b3b-8ebc-960c33e94756	'--	DNA	'--	0.13	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FG-8188-01A-11D	'--
TCGA-LGG	106709ec-72df-44f0-8c71-87b7c755f8f0	TCGA-FG-8188	7769a93b-f0a6-4df0-ad24-1da11d0979c7	TCGA-FG-8188-01A	b300f016-8ad5-4ccc-96fe-f156cf5003fc	TCGA-FG-8188-01A-11	'--	'--	d66b10cf-f25d-4476-a065-53b6011e7f7a	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-8188-01A-11W	'--
TCGA-LGG	106709ec-72df-44f0-8c71-87b7c755f8f0	TCGA-FG-8188	81aba7e5-0749-4a9c-b1a6-902b18e49573	TCGA-FG-8188-10A	52a36039-83dd-42ea-98af-61a1e2b88b57	TCGA-FG-8188-10A-01	'--	'--	0925c593-6020-4296-8e31-0554cf8efec4	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-FG-8188-10A-01D	'--
TCGA-LGG	106709ec-72df-44f0-8c71-87b7c755f8f0	TCGA-FG-8188	81aba7e5-0749-4a9c-b1a6-902b18e49573	TCGA-FG-8188-10A	52a36039-83dd-42ea-98af-61a1e2b88b57	TCGA-FG-8188-10A-01	'--	'--	d6a83c13-d41f-45d8-b09d-483d11e938f3	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-8188-10A-01W	'--
TCGA-LGG	765588aa-075f-477f-9c18-099d018d3a1b	TCGA-S9-A7QW	3407f4e4-02ef-49aa-bea0-f7c496ad7371	TCGA-S9-A7QW-10A	0024bf91-4ba7-4e0d-9e23-cb37188324c7	TCGA-S9-A7QW-10A-01	'--	'--	16aed612-ba14-499b-b794-05a41cb4a4b2	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7QW-10A-01W	'--
TCGA-LGG	765588aa-075f-477f-9c18-099d018d3a1b	TCGA-S9-A7QW	3407f4e4-02ef-49aa-bea0-f7c496ad7371	TCGA-S9-A7QW-10A	0024bf91-4ba7-4e0d-9e23-cb37188324c7	TCGA-S9-A7QW-10A-01	'--	'--	3b515e65-f981-4a06-809b-5abf2215f3b0	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7QW-10A-01D	'--
TCGA-LGG	765588aa-075f-477f-9c18-099d018d3a1b	TCGA-S9-A7QW	f33e300f-fae5-4e59-93bf-7ce708bf95ff	TCGA-S9-A7QW-01A	df914228-0078-443c-8f80-281a72fc2f55	TCGA-S9-A7QW-01A-11	'--	'--	3df9104c-511d-4536-a9cb-6dba502a51bf	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7QW-01A-11W	'--
TCGA-LGG	765588aa-075f-477f-9c18-099d018d3a1b	TCGA-S9-A7QW	f33e300f-fae5-4e59-93bf-7ce708bf95ff	TCGA-S9-A7QW-01A	df914228-0078-443c-8f80-281a72fc2f55	TCGA-S9-A7QW-01A-11	'--	'--	5b573a4d-47b6-446a-b783-10345810493b	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7QW-01A-11D	'--
TCGA-LGG	765588aa-075f-477f-9c18-099d018d3a1b	TCGA-S9-A7QW	f33e300f-fae5-4e59-93bf-7ce708bf95ff	TCGA-S9-A7QW-01A	df914228-0078-443c-8f80-281a72fc2f55	TCGA-S9-A7QW-01A-11	1.94	'--	ca0ae19d-4886-4aad-b3b8-009427c36e6f	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.08	7.0	UV Spec	released	TCGA-S9-A7QW-01A-11R	'--
TCGA-LGG	d05079f2-9883-46e6-ad06-9e561f08d819	TCGA-DB-5277	024c83cf-cc50-4a5b-892d-5568fcc8ef61	TCGA-DB-5277-01A	b55ca46e-7e5d-4382-b1df-2a00020eb2f1	TCGA-DB-5277-01A-01	1.8	'--	23939ef1-10a8-4ad4-8e58-f0e392ddfedc	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.2	7.4	UV Spec	released	TCGA-DB-5277-01A-01R	'--
TCGA-LGG	d05079f2-9883-46e6-ad06-9e561f08d819	TCGA-DB-5277	024c83cf-cc50-4a5b-892d-5568fcc8ef61	TCGA-DB-5277-01A	b55ca46e-7e5d-4382-b1df-2a00020eb2f1	TCGA-DB-5277-01A-01	'--	'--	2d454db3-354d-4bc7-9402-97d21837aca8	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DB-5277-01A-01W	'--
TCGA-LGG	d05079f2-9883-46e6-ad06-9e561f08d819	TCGA-DB-5277	024c83cf-cc50-4a5b-892d-5568fcc8ef61	TCGA-DB-5277-01A	b55ca46e-7e5d-4382-b1df-2a00020eb2f1	TCGA-DB-5277-01A-01	1.9	'--	6a6fbacf-00df-43ae-8df2-afbf053d3d34	'--	DNA	'--	0.13	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-DB-5277-01A-01D	'--
TCGA-LGG	d05079f2-9883-46e6-ad06-9e561f08d819	TCGA-DB-5277	26778621-732f-4d22-8404-ad3a59d6641d	TCGA-DB-5277-10A	b05e7b6a-52ce-4eba-b6de-11ed9e05dd7b	TCGA-DB-5277-10A-01	1.9	'--	0ac8ee73-1186-40e6-915b-d0171e151989	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DB-5277-10A-01D	'--
TCGA-LGG	d05079f2-9883-46e6-ad06-9e561f08d819	TCGA-DB-5277	26778621-732f-4d22-8404-ad3a59d6641d	TCGA-DB-5277-10A	b05e7b6a-52ce-4eba-b6de-11ed9e05dd7b	TCGA-DB-5277-10A-01	'--	'--	9fca30bd-56e6-49dc-a857-81d94b9a7016	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DB-5277-10A-01W	'--
TCGA-LGG	94b95c07-5f70-4a1b-b40f-dc13f6a160d5	TCGA-S9-A7IY	c9ed2fcb-cf29-492d-bd8a-9756355ce9bd	TCGA-S9-A7IY-01A	7cb92ca4-81bd-4cb9-8af1-ec030afdf3bd	TCGA-S9-A7IY-01A-11	'--	'--	5c619b82-9e35-4592-ab4a-b962e1320b58	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7IY-01A-11D	'--
