"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6","CDSeq_estimated_cell_type_7","CDSeq_estimated_cell_type_8"
"UNC13C",1.92609199785819e-06,8.14080333447305e-06,1.78718232834114e-06,0.000247169783616314,0.000961434297475896,0.000102859986030179,9.45663654001857e-05,5.15053612398745e-05
"FN1",0.00330324777632679,0.000284928116706557,0.000509346963577224,4.16028348661123e-05,2.39577343899736e-05,0.000174622766981466,0.0208460395818679,3.27761389708292e-05
"GUCY1A3",9.05263238993347e-05,1.35680055574551e-05,5.89770168352575e-05,0.000252064234777033,0.00113851320383657,4.06655758723962e-05,0.00394097358729538,4.68230556726132e-06
"STXBP5L",2.88913799678728e-05,8.41216344562215e-05,1.78718232834114e-06,0.000115019602276899,0.00113226336008266,0.000418616222215843,5.3127171573138e-06,0.000126422250316056
"SLC26A4-AS1",3.65957479593055e-05,3.52768144493832e-05,6.97001108053044e-05,0.000124808504598337,0.000840603984900377,2.15288342853862e-05,2.2313412060718e-05,4.68230556726132e-06
"NAPB",0.000125195979860782,0.000116684847794114,5.36154698502341e-06,0.00247903951290422,0.004017607893136,0.000121996727617189,1.06254343146276e-06,0.000220068361661282
"MYCT1",5.77827599357456e-06,2.98496122264012e-05,0.000119741215998856,1.22361279017977e-05,0.000128121796955076,0.000270306474916516,0.00174363377103039,4.68230556726132e-06
"FLJ43390",3.65957479593055e-05,8.14080333447305e-06,3.03820995817993e-05,0.000193330820848404,0.000684357891052724,0.00135153237458258,2.6563585786569e-05,6.08699723743971e-05
"ADAMTS18",5.77827599357456e-06,2.44224100034191e-05,5.1828287521893e-05,2.20250302232359e-05,1.56246093847654e-05,2.39209269837625e-06,0.000542959693477471,0.00104415414149927
"SNCG",1.92609199785819e-06,2.71360111149102e-06,1.2510276298388e-05,0.00160782720629622,0.000694774297309234,1.67446488886337e-05,7.96907573597071e-05,4.68230556726132e-06
"PTGDS",0.000302396443663735,2.71360111149102e-06,0.000791721771455124,0.0066784786088012,0.000401031640875645,2.15288342853862e-05,5.84398887304519e-05,1.4046916701784e-05
"NRXN3",9.82306918907675e-05,2.71360111149102e-06,3.03820995817993e-05,0.000526153499777302,0.00159266851662042,0.000184191137774971,2.86886726494945e-05,0.000266891417333895
"LUZP2",4.81522999464546e-05,0.00207590485029063,0.000259141437609465,1.22361279017977e-05,0.000559361015974601,0.00384887715168738,9.56289088316485e-06,0.00092241419675048
"TAGLN",0.0026714896010293,0.00159288385244523,9.1146298745398e-05,2.20250302232359e-05,6.14567969134105e-05,2.39209269837625e-06,0.00550503751840857,0.000304349861871986
"OPALIN",1.92609199785819e-06,1.89952077804371e-05,8.93591164170569e-06,0.000878553983349077,0.00030520070331575,7.17627809512874e-06,1.06254343146276e-06,1.4046916701784e-05
"COX7A1",3.65957479593055e-05,0.00013296645446306,0.000194802873789184,0.000858976178706201,0.00123642742264777,0.00117451751490274,0.00142274565472864,0.000154516083719624
"MGP",0.000229204947745124,0.000230656094476736,5.36154698502341e-06,5.62861883482696e-05,5.31236719082023e-05,7.17627809512874e-06,0.00325244544370751,0.00894788593903638
"IGFBP3",0.0137426664047182,0.000485734598956892,0.000234120885012689,9.05473464733032e-05,1.77078906360674e-05,0.000605199452689191,0.0015778769957222,0.00691576532284497
"CBLN4",4.04479319550219e-05,5.69856233413113e-05,0.000237695249669371,2.44722558035955e-06,0.000938518203711574,1.19604634918812e-05,0.000188070187368909,0.000313714473006508
"SLC17A6",1.92609199785819e-06,1.35680055574551e-05,8.93591164170569e-06,0.00010523069995546,0.000482279609676425,0.000380342739041823,3.18763029438828e-06,4.68230556726132e-06
"PDYN",5.77827599357456e-06,8.14080333447305e-06,9.47206634020803e-05,2.44722558035955e-06,0.000534361640958976,7.41548736496637e-05,3.18763029438828e-06,9.83284169124877e-05
"PAK3",1.92609199785819e-06,4.07040166723652e-05,3.75308288951639e-05,0.000707248192723909,0.00084268726615168,0.00079656686855929,1.38130646090159e-05,4.68230556726132e-06
"VWF",1.92609199785819e-06,1.35680055574551e-05,0.000795296136111806,0.000814926118259729,9.47892969342433e-05,1.67446488886337e-05,0.00228765600793932,0.000238797583930327
"EMCN",1.92609199785819e-06,0.000143820858909024,0.0002519927082961,7.34167674107864e-06,0.000171870703232419,0.000294227401900278,0.00178401042142598,0.000210703750526759
"KDR",2.88913799678728e-05,0.000170956870023934,8.39975694320335e-05,0.00016396411388409,4.89571094055982e-05,0.000145917654600951,0.00136536830942965,8.89638057779651e-05
"DPP10",1.92609199785819e-06,4.07040166723652e-05,6.61257461486221e-05,1.71305790625168e-05,0.000876019766172512,0.000332500885074298,2.2313412060718e-05,4.68230556726132e-06
"RALYL",2.118701197644e-05,5.69856233413113e-05,8.93591164170569e-06,0.000291219844062786,0.000713523828570952,0.000327716699677546,1.80632383348669e-05,5.15053612398745e-05
"NODAL",5.77827599357456e-06,5.69856233413113e-05,4.46795582085284e-05,1.22361279017977e-05,1.35413281334633e-05,8.85074298399212e-05,0.000738467684866619,4.68230556726132e-06
"ATP2B2",4.43001159507383e-05,2.71360111149102e-06,8.04232047753512e-05,0.00128968788084948,0.0008635200786647,0.000102859986030179,2.86886726494945e-05,7.02345835089198e-05
"ADM",0.00477478206269044,2.71360111149102e-06,0.000294885084176288,7.34167674107864e-06,1.35413281334633e-05,2.63130196821387e-05,0.000160444058150877,4.68230556726132e-06
"DIRAS2",1.92609199785819e-06,0.000317491330044449,0.000112592486685492,0.000726825997366785,0.00278013882986259,0.000385126924438576,5.3127171573138e-06,2.34115278363066e-05
"GAD1",0.000267726787702288,2.71360111149102e-06,0.000187654144475819,0.00081003166709901,0.00160100164162563,0.000232032991742496,1.80632383348669e-05,0.000126422250316056
"LOC100652886",0.00100349393088411,0.000355481745605323,9.47206634020803e-05,2.20250302232359e-05,3.12492187695308e-06,3.10972050788912e-05,0.00112948366764491,0.000501006695696961
"CNDP1",1.73348279807237e-05,0.000702822687876173,0.000112592486685492,0.00129947678317092,0.000190620234494138,3.58813904756437e-05,1.06254343146276e-06,4.68230556726132e-06
"CYYR1",3.27435639635892e-05,2.71360111149102e-06,1.78718232834114e-06,3.18139325446741e-05,8.64561719290351e-05,0.000232032991742496,0.00120811188157316,0.000182609917123191
"TMEM130",6.35610359293201e-05,1.35680055574551e-05,1.78718232834114e-06,0.00236157268504696,0.000592693515995433,1.19604634918812e-05,4.35642806899732e-05,0.000117057639181533
"PTPRT",7.12654039207529e-05,8.14080333447305e-06,1.78718232834114e-06,0.00100580971352777,0.000328116797080073,0.000179406952378219,3.29388463753456e-05,2.34115278363066e-05
"SLC1A2",0.00239413235333772,0.00319390850822492,0.013427100832827,0.00585621081380039,0.0369938668199962,0.000265522289519763,1.06254343146276e-06,0.00327293159151566
"WIF1",3.27435639635892e-05,2.71360111149102e-06,1.78718232834114e-06,1.22361279017977e-05,0.000665608359791005,8.37232444431687e-05,1.38130646090159e-05,4.68230556726132e-06
"HILPDA",0.0198137083819672,1.35680055574551e-05,0.000151910497908997,9.54417976340223e-05,1.77078906360674e-05,0.000686530604433983,5.3127171573138e-06,7.02345835089198e-05
"MEOX2",1.92609199785819e-06,0.000306636925598485,0.00120992243628695,4.64972860268314e-05,3.12492187695308e-06,0.000222464620948991,1.06254343146276e-06,0.000978601863557616
"TTTY15",0.000182978739796528,0.000138393656686042,0.000169782321192408,0.000384214416116449,3.22908593951818e-05,0.00096879754284238,7.1190409908005e-05,4.68230556726132e-06
"SPINK8",5.77827599357456e-06,0.00010583044334815,5.1828287521893e-05,2.20250302232359e-05,2.81242968925777e-05,9.32916152366737e-05,0.000776719248399278,0.00010769302804701
"CNTNAP2",8.66741399036184e-05,2.71360111149102e-06,1.2510276298388e-05,0.00097154855540274,0.000990600234994125,4.54497612691487e-05,0.00011156706030359,4.68230556726132e-06
"RIMS1",2.50391959721564e-05,7.32672300102574e-05,1.78718232834114e-06,0.000423370025402202,0.000996850078748031,0.0008157036101463,2.6563585786569e-05,4.68230556726132e-06
"LHFPL3",0.00136559922648145,0.000127539252240078,0.00209636487114415,1.22361279017977e-05,0.000184370390740231,0.0135607735070949,5.3127171573138e-06,0.00228964742239079
"HBA2",1.34826439850073e-05,0.00243410019700744,0.0002519927082961,0.00118200995531366,0.00133225836020766,0.000365990182851566,0.00266592146954007,1.4046916701784e-05
"EDNRA",0.00014830908383508,0.000192665678915862,6.25513814919398e-05,7.34167674107864e-06,4.2707265651692e-05,7.41548736496637e-05,0.00316744196919049,0.000163880694854146
"FAM19A2",3.65957479593055e-05,1.35680055574551e-05,5.36154698502341e-06,9.05473464733032e-05,0.00123434414139647,0.000107644171426931,5.63148018675263e-05,3.27761389708292e-05
"GNAO1",6.74132199250365e-05,2.71360111149102e-06,0.000212674697072595,0.00227347256415402,0.000721856953576161,0.000117212542220436,1.59381514719414e-05,9.83284169124877e-05
"HEYL",1.92609199785819e-06,5.69856233413113e-05,5.54026521785753e-05,0.00010523069995546,5.20820312825513e-06,7.89390590464162e-05,0.000814970811931938,0.000126422250316056
"CDH18",1.34826439850073e-05,2.44224100034191e-05,1.78718232834114e-06,0.000256958685937752,0.000455196953409498,5.98023174594062e-05,5.3127171573138e-06,4.68230556726132e-06
"LOC285878",5.58566679378874e-05,2.98496122264012e-05,8.93591164170569e-06,2.44722558035955e-06,0.000486446172179029,0.000394695295232081,9.56289088316485e-06,3.27761389708292e-05
"MYO1B",0.000344770467616615,4.07040166723652e-05,1.78718232834114e-06,7.34167674107864e-06,0.000292701015807938,0.000858761278717073,0.00713072896854659,0.00158730158730159
"MMRN1",2.50391959721564e-05,7.32672300102574e-05,1.78718232834114e-06,4.64972860268314e-05,3.85407031490879e-05,0.000165054396187961,0.0010529805405796,0.000154516083719624
"VIP",5.77827599357456e-06,6.24128255642934e-05,1.78718232834114e-06,6.60750906697078e-05,0.000584360390990225,2.39209269837625e-06,4.56893675528987e-05,7.02345835089198e-05
"DCX",7.12654039207529e-05,8.14080333447305e-06,2.32333702684348e-05,0.000178647467366247,4.2707265651692e-05,0.0033943795389959,1.16879777460904e-05,9.83284169124877e-05
"UACA",0.0014233819864172,0.000127539252240078,1.60846409550702e-05,3.67083837053932e-05,0.000176037265735023,0.000624336194276201,0.0235937768956306,0.000482277473427916
"PAK7",5.77827599357456e-06,2.44224100034191e-05,5.36154698502341e-06,0.00027164203941991,0.000405198203378249,0.000380342739041823,1.38130646090159e-05,4.21407501053519e-05
"CXCL14",0.000444927251505241,0.00100674601236317,0.00132787646995747,0.000535942402098741,0.000755189453596993,1.19604634918812e-05,9.56289088316485e-06,0.00118462330851711
"SYN1",4.81522999464546e-05,2.44224100034191e-05,2.68077349251171e-05,0.00192596653174296,2.39577343899736e-05,7.17627809512874e-06,2.86886726494945e-05,0.000126422250316056
"FUT9",9.82306918907675e-05,2.71360111149102e-06,0.000369946741966615,0.000119914053437618,0.00243639742339775,0.00191128206600262,1.59381514719414e-05,4.68230556726132e-06
"PRKCB",7.51175879164692e-05,0.00013296645446306,1.78718232834114e-06,0.00273844542442233,0.00479258851862037,8.85074298399212e-05,0.000479207087589705,1.4046916701784e-05
"PLVAP",5.58566679378874e-05,8.95488366792035e-05,8.93591164170569e-06,7.34167674107864e-06,3.85407031490879e-05,4.54497612691487e-05,0.000717216816237364,1.4046916701784e-05
"HPCA",4.04479319550219e-05,2.71360111149102e-06,8.75719340887157e-05,0.00086387062986692,0.000296867578310542,5.02339466659012e-05,1.38130646090159e-05,0.00010769302804701
"ECSCR",5.77827599357456e-06,0.000170956870023934,9.82950280587626e-05,7.58639929911459e-05,5.20820312825513e-06,0.000121996727617189,0.000755468379770023,0.000117057639181533
"ESAM",1.92609199785819e-06,0.000127539252240078,0.000312756907459699,2.6919481383955e-05,6.35400781647126e-05,3.58813904756437e-05,0.00140361987296231,7.02345835089198e-05
"NID1",5.58566679378874e-05,0.000154675263354988,0.000727383207634843,2.44722558035955e-06,3.22908593951818e-05,0.000141133469204199,0.00486326128580506,0.000510371306831484
"BGN",0.00045648380349239,1.89952077804371e-05,0.00151374343210494,3.67083837053932e-05,3.02075781438797e-05,6.45865028561587e-05,0.0027934266813156,0.000117057639181533
"SCN2A",0.000159865635822229,5.69856233413113e-05,1.60846409550702e-05,0.000976443006563459,0.00526341008141463,0.00120800681268001,4.35642806899732e-05,4.21407501053519e-05
"TRPC6",1.73348279807237e-05,0.000111257645571132,2.68077349251171e-05,5.13917371875505e-05,1.97911718873695e-05,4.54497612691487e-05,0.000585461430735981,4.21407501053519e-05
"TGFBI",0.000641388635286776,0.000453171385619,3.39564642384816e-05,3.18139325446741e-05,1.14580468821613e-05,3.58813904756437e-05,0.000891473938997257,0.000341808306410076
"CDH13",0.000113639427873633,1.35680055574551e-05,1.78718232834114e-06,0.000535942402098741,0.000884352891177721,0.000863545464113825,6.48151493192284e-05,0.00135318630893852
"MSMP",2.50391959721564e-05,5.15584211183293e-05,0.000119741215998856,2.44722558035955e-06,3.85407031490879e-05,0.000131565098410694,0.000749093119181247,0.000135786861450578
"CD248",2.118701197644e-05,8.95488366792035e-05,6.97001108053044e-05,1.71305790625168e-05,5.20820312825513e-06,5.02339466659012e-05,0.000566335648969652,0.000117057639181533
"PARM1",2.118701197644e-05,0.000181811274469898,8.93591164170569e-06,0.000501681243973707,0.00145100539153188,2.63130196821387e-05,0.000402703960524386,0.000257526806199373
"DLG2",1.73348279807237e-05,0.000181811274469898,0.000137613039282268,0.00125542672272445,0.00140308992275193,0.000131565098410694,1.38130646090159e-05,7.95991946434424e-05
"TOP2A",0.000229204947745124,0.000442316981173036,0.00218214962290453,7.34167674107864e-06,1.04164062565103e-06,0.0103936427744448,0.0016862564257314,0.00149365547595636
"SHANK2",5.2004483942171e-05,2.98496122264012e-05,8.93591164170569e-06,0.000232486430134157,0.000519778672199862,0.000409047851422338,1.80632383348669e-05,4.68230556726132e-06
"PDGFRB",2.88913799678728e-05,7.86944322332394e-05,0.000162633591879043,0.000139491858080494,3.22908593951818e-05,9.32916152366737e-05,0.00202839541066241,1.4046916701784e-05
"LOC100507008",2.50391959721564e-05,2.71360111149102e-06,0.000430710941130214,1.71305790625168e-05,0.00230515070456572,0.00405459712374774,3.50639332382711e-05,4.68230556726132e-06
"FBXL16",8.2821955907902e-05,1.89952077804371e-05,3.03820995817993e-05,0.00141694361102818,0.00115726273509829,4.06655758723962e-05,3.29388463753456e-05,0.000117057639181533
"FAIM2",8.2821955907902e-05,3.52768144493832e-05,0.000237695249669371,0.00464238692594206,0.000330200078331375,2.39209269837625e-06,7.43780402023933e-06,0.000304349861871986
"SOWAHA",6.35610359293201e-05,2.71360111149102e-06,3.03820995817993e-05,8.0758444151865e-05,0.0010635150787897,0.000227248806345744,3.29388463753456e-05,2.34115278363066e-05
"BIRC3",0.00532564437407788,0.000637696261200389,8.93591164170569e-06,7.34167674107864e-06,9.68725781855454e-05,7.17627809512874e-06,5.20646281416753e-05,4.68230556726132e-06
"LRRC32",4.43001159507383e-05,0.000127539252240078,1.2510276298388e-05,2.44722558035955e-06,6.77066406673166e-05,0.000107644171426931,0.000772469074673427,3.27761389708292e-05
"CNTN3",5.77827599357456e-06,2.71360111149102e-06,1.78718232834114e-06,1.22361279017977e-05,0.000448947109655592,0.000586062711102181,5.3127171573138e-06,1.4046916701784e-05
"CPNE6",2.50391959721564e-05,2.71360111149102e-06,1.78718232834114e-06,0.000878553983349077,0.000163537578227211,2.39209269837625e-06,1.16879777460904e-05,4.68230556726132e-06
"CA3",0.000483449091462405,4.07040166723652e-05,0.00077027558351503,2.20250302232359e-05,3.12492187695308e-06,0.0020643759986987,6.69402361821539e-05,4.68230556726132e-06
"PTX3",0.00207054889769755,0.00101760041680913,1.78718232834114e-06,6.11806395089887e-05,7.29148437955718e-06,1.67446488886337e-05,3.29388463753456e-05,0.000117057639181533
"ARPP21",8.2821955907902e-05,0.000100403241125168,1.78718232834114e-06,0.000413581123080763,0.000980183828737615,0.000141133469204199,3.29388463753456e-05,5.15053612398745e-05
"TMEFF2",9.63045998929093e-06,6.78400277872754e-05,1.78718232834114e-06,0.00016396411388409,0.000332283359582677,0.00100228684061965,2.01883251977925e-05,1.4046916701784e-05
"CD163",0.000525823115415285,0.00201077842361484,1.2510276298388e-05,9.05473464733032e-05,1.14580468821613e-05,0.000251169733329506,0.000659839470938375,4.68230556726132e-06
"HLF",0.0001059350598822,2.71360111149102e-06,8.04232047753512e-05,0.000829609471741886,0.00144683882902927,0.000112428356823684,4.78144544158242e-05,6.08699723743971e-05
"ITGA4",0.000102082875886484,0.000122112050017096,1.78718232834114e-06,2.44722558035955e-06,4.47905469029941e-05,4.54497612691487e-05,0.00145037178394667,7.02345835089198e-05
"USP9Y",9.43785078950511e-05,0.000116684847794114,9.82950280587626e-05,0.000266747588259191,7.18732031699208e-05,0.000466458076183368,3.93141069641222e-05,4.68230556726132e-06
"OMG",5.77827599357456e-06,2.71360111149102e-06,0.000248418343639418,0.00105475422513496,0.00122184445388865,0.00133239563299557,4.35642806899732e-05,4.68230556726132e-06
"CA10",1.92609199785819e-06,2.98496122264012e-05,1.96590056117525e-05,0.000286325392902067,0.000292701015807938,0.000456889705389863,4.14391938270477e-05,4.68230556726132e-06
"LMO3",1.73348279807237e-05,0.000236083296699718,0.000845337241305358,0.00165677171790341,0.00199682507937302,0.000495163188563883,3.18763029438828e-06,0.000407360584351735
"ROBO4",2.118701197644e-05,2.98496122264012e-05,0.000327054366086428,2.44722558035955e-06,5.10403906569002e-05,5.50181320626537e-05,0.00072359207682614,0.000163880694854146
"PPP1R1B",7.12654039207529e-05,8.14080333447305e-06,0.000148336133252314,0.000966654104242021,0.000728106797330067,2.15288342853862e-05,3.71890201011966e-05,1.4046916701784e-05
"HOOK1",7.12654039207529e-05,4.07040166723652e-05,3.39564642384816e-05,7.34167674107864e-06,0.000665608359791005,0.000136349283807446,2.2313412060718e-05,9.83284169124877e-05
"CLDN5",2.88913799678728e-05,8.95488366792035e-05,0.000470028952353719,7.34167674107864e-06,0.000146871328216795,0.000145917654600951,0.00111885823333029,0.000145151472585101
"SH3GL3",1.73348279807237e-05,7.86944322332394e-05,1.60846409550702e-05,0.000335269904509258,0.000469779922168612,0.000227248806345744,5.3127171573138e-06,8.89638057779651e-05
"TPD52L1",5.77827599357456e-06,0.000312064127821467,1.2510276298388e-05,0.00129947678317092,0.00151767039157354,2.15288342853862e-05,0.000166819318739653,0.00010769302804701
"BCAS1",4.81522999464546e-05,0.000919910776795454,1.78718232834114e-06,0.0029342234708511,0.000278118047048824,0.00267675172948302,5.3127171573138e-06,2.34115278363066e-05
"SLPI",0.00156976497825442,0.000594278643416532,0.000223397791042642,1.71305790625168e-05,1.35413281334633e-05,2.39209269837625e-06,4.78144544158242e-05,4.68230556726132e-06
"PHACTR3",2.50391959721564e-05,2.71360111149102e-06,4.82539228652107e-05,0.000893237336831234,0.00069060773480663,0.00093052405966836,3.93141069641222e-05,4.68230556726132e-06
"KLRC2",1.92609199785819e-06,2.71360111149102e-06,1.78718232834114e-06,7.34167674107864e-06,7.18732031699208e-05,0.00149505793648515,1.80632383348669e-05,4.68230556726132e-06
"LXN",1.92609199785819e-06,0.000116684847794114,0.000166207956535726,4.16028348661123e-05,5.52069531595043e-05,0.000136349283807446,0.00133349200648577,4.21407501053519e-05
"CACNG3",1.34826439850073e-05,8.14080333447305e-06,1.60846409550702e-05,0.000575098011384493,0.000217702890761064,2.39209269837625e-06,1.06254343146276e-06,5.15053612398745e-05
