"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6","CDSeq_estimated_cell_type_7","CDSeq_estimated_cell_type_8"
"FOXG1",0.00116143347470849,0.00121840689905947,0.00172820531150588,0.000178647467366247,0.00101351632875845,0.00128455377902804,3.18763029438828e-06,0.000828768085405254
"HMMR",3.65957479593055e-05,0.000274073712260593,0.000241269614326054,4.64972860268314e-05,7.29148437955718e-06,0.00119365425648975,0.000468581653275078,0.000304349861871986
"GRIA2",0.000683762659239656,7.32672300102574e-05,0.000931121993065733,0.000614253620670246,0.00664670883227919,0.0061931279960961,1.06254343146276e-06,0.000847497307674299
"CEP55",3.65957479593055e-05,0.00016010246557797,6.25513814919398e-05,2.44722558035955e-06,1.77078906360674e-05,0.000461673890786616,0.000330451007184919,4.21407501053519e-05
"DOC2A",1.73348279807237e-05,3.52768144493832e-05,1.96590056117525e-05,0.000364636611473572,0.000103122421939452,6.45865028561587e-05,1.06254343146276e-06,9.83284169124877e-05
"LANCL2",0.000938006802956936,2.71360111149102e-06,0.00674661328948779,0.00125542672272445,0.000157287734473305,0.000767861756178775,6.05649755933774e-05,4.68230556726132e-06
"MT2A",0.0175987025844302,0.00136494135907998,0.00923437109053866,0.00289017341040462,0.000407281484629551,0.00191128206600262,0.000239072272079121,0.026768740928033
"NPY1R",4.04479319550219e-05,1.89952077804371e-05,0.000105443757372127,2.44722558035955e-06,0.00028436789080273,8.85074298399212e-05,3.29388463753456e-05,9.83284169124877e-05
"DNM3",0.000283135523685153,8.95488366792035e-05,1.78718232834114e-06,0.000560414657902336,0.00339054023649409,0.00401153945517697,7.1190409908005e-05,7.02345835089198e-05
"RBP4",4.04479319550219e-05,8.14080333447305e-06,1.60846409550702e-05,0.000320586551027101,0.000159371015724607,1.19604634918812e-05,5.3127171573138e-06,4.21407501053519e-05
"NUF2",6.35610359293201e-05,0.000116684847794114,0.000226972155699324,9.54417976340223e-05,1.04164062565103e-06,0.00181081417267082,0.000256072966982525,0.000126422250316056
"ACSBG1",3.27435639635892e-05,0.000225228892253754,0.000516495692890589,0.000364636611473572,0.000123955234452472,7.89390590464162e-05,2.01883251977925e-05,0.000313714473006508
"CNN2",0.000364031387595197,0.000219801690030772,0.00014118740393895,8.0758444151865e-05,5.20820312825513e-06,4.54497612691487e-05,0.000406954134250237,0.00010769302804701
"FAM5B",4.81522999464546e-05,1.35680055574551e-05,0.000334203095399793,0.000364636611473572,0.000130205078206378,0.000313364143487288,9.56289088316485e-06,0.00038863136208269
"TBX18",3.27435639635892e-05,8.14080333447305e-06,2.32333702684348e-05,3.67083837053932e-05,2.18744531386715e-05,0.000102859986030179,0.000213571229724015,0.00010769302804701
"FXYD1",5.97088519336038e-05,8.14080333447305e-06,0.000180505415162455,0.000335269904509258,0.000217702890761064,2.39209269837625e-06,5.20646281416753e-05,6.08699723743971e-05
"CD40",4.81522999464546e-05,0.00010583044334815,4.11051935518462e-05,0.000124808504598337,2.39577343899736e-05,5.98023174594062e-05,0.000349576788951248,1.4046916701784e-05
"LDOC1",4.43001159507383e-05,8.41216344562215e-05,0.000148336133252314,0.000780664960134695,9.68725781855454e-05,7.89390590464162e-05,3.08137595124201e-05,0.000341808306410076
"RIMS4",5.77827599357456e-06,0.000170956870023934,0.000105443757372127,0.000428264476562921,9.06227344316392e-05,0.000294227401900278,1.16879777460904e-05,4.21407501053519e-05
"KCNIP1",0.000132900347852215,8.14080333447305e-06,0.00133145083461415,0.000178647467366247,4.47905469029941e-05,0.000217680435552239,9.56289088316485e-06,0.000351172917544599
"DACH2",1.92609199785819e-06,2.44224100034191e-05,1.60846409550702e-05,1.22361279017977e-05,0.000309367265818355,0.000102859986030179,4.14391938270477e-05,4.68230556726132e-06
"ADCYAP1R1",7.89697719121856e-05,2.71360111149102e-06,0.00192122100296672,0.000956865201920583,0.000136454921960284,0.000509515744754141,3.50639332382711e-05,0.000210703750526759
"FAM162B",1.92609199785819e-06,5.69856233413113e-05,5.54026521785753e-05,1.71305790625168e-05,6.56233594160146e-05,6.45865028561587e-05,0.000251822793256674,9.83284169124877e-05
"TPPP",9.43785078950511e-05,8.14080333447305e-06,1.78718232834114e-06,0.000814926118259729,6.77066406673166e-05,3.10972050788912e-05,3.08137595124201e-05,0.00010769302804701
"LOC100507341",1.92609199785819e-06,2.44224100034191e-05,1.78718232834114e-06,9.05473464733032e-05,4.2707265651692e-05,0.000715235716814498,1.59381514719414e-05,4.21407501053519e-05
"RASGRP3",5.77827599357456e-06,0.000263219307814628,0.000134038674625585,0.000129702955759056,8.64561719290351e-05,0.000184191137774971,0.000817095898794863,2.34115278363066e-05
"MT1G",0.000676058291248223,2.71360111149102e-06,0.000116166851342174,0.000129702955759056,0.00030520070331575,0.000145917654600951,1.59381514719414e-05,1.4046916701784e-05
"PCDH15",1.92609199785819e-06,2.44224100034191e-05,0.000105443757372127,2.44722558035955e-06,6.14567969134105e-05,0.000504731559357388,1.38130646090159e-05,8.89638057779651e-05
"MGST1",0.000360179203599481,0.00277601393705531,0.000448582764413625,0.00186723311781433,0.00085310367240819,0.000203327879361981,4.35642806899732e-05,0.000529100529100529
"NXPH2",1.92609199785819e-06,2.71360111149102e-06,8.93591164170569e-06,2.44722558035955e-06,0.000236452422022783,0.000174622766981466,1.38130646090159e-05,4.21407501053519e-05
"C8orf4",0.00155435624227156,0.00102845482125509,0.000191228509132502,2.44722558035955e-06,8.2289609426431e-05,2.39209269837625e-06,0.000317700486007366,0.000332443695275554
"GREM1",2.50391959721564e-05,8.95488366792035e-05,5.36154698502341e-06,1.71305790625168e-05,9.27060156829413e-05,0.000801351053956043,5.41897150046008e-05,4.68230556726132e-06
"FBXO41",2.118701197644e-05,0.000116684847794114,4.11051935518462e-05,0.000697459290402471,0.000159371015724607,8.85074298399212e-05,3.71890201011966e-05,3.27761389708292e-05
"EPHX4",2.88913799678728e-05,7.32672300102574e-05,1.78718232834114e-06,1.22361279017977e-05,0.000407281484629551,0.000126780913013941,0.000162569145013802,0.00024816219506485
"AFAP1L2",8.2821955907902e-05,2.71360111149102e-06,7.32744754619866e-05,3.67083837053932e-05,0.000186453671991534,0.00075829338538527,0.000593961778187683,4.68230556726132e-06
"NES",0.000568197139368165,0.00139207737019489,0.00517746720520428,2.44722558035955e-06,9.37476563085923e-06,0.00121757518347351,0.00106573106175715,0.00494919698459521
"SPP1",0.0420754796932121,0.381345077798944,8.93591164170569e-06,0.000237380881294876,0.00252597851720374,0.00271024102726029,1.38130646090159e-05,0.0152783630659737
"SCN9A",0.000182978739796528,2.71360111149102e-06,1.78718232834114e-06,7.34167674107864e-06,7.81230469238269e-05,0.000504731559357388,4.14391938270477e-05,0.000276256028468418
"JAG1",0.00267919396902074,0.00137036856130296,0.00125281481216714,2.44722558035955e-06,5.52069531595043e-05,0.000232032991742496,0.00309093884212517,0.0020461675328932
"SFRP4",0.000202239659775109,0.000322918532267431,0.000505772598920542,7.34167674107864e-06,2.81242968925777e-05,0.000150701839997704,0.000156193884425026,0.000266891417333895
"CALB2",5.77827599357456e-06,2.98496122264012e-05,5.1828287521893e-05,0.000296114295223505,0.00012187195320117,0.000102859986030179,1.06254343146276e-06,4.68230556726132e-06
"IQCA1",9.63045998929093e-06,4.07040166723652e-05,0.000259141437609465,0.000423370025402202,0.000167704140729815,7.89390590464162e-05,4.99395412787498e-05,4.68230556726132e-06
"ECM1",7.12654039207529e-05,2.98496122264012e-05,0.000116166851342174,0.000139491858080494,3.64574218977859e-05,8.37232444431687e-05,0.000525958998574067,7.95991946434424e-05
"RAPGEF4",5.58566679378874e-05,2.44224100034191e-05,8.04232047753512e-05,0.000770876057813257,0.00148433789155271,0.000476026446976873,0.000502583043081886,4.21407501053519e-05
"ITGB1",0.00311449076053669,0.00432276657060519,8.75719340887157e-05,0.000369531062634292,0.000788521953617826,0.00264326243170575,0.0300327900902949,0.00386290209299059
"GPR26",5.77827599357456e-06,2.71360111149102e-06,2.68077349251171e-05,0.000129702955759056,0.000163537578227211,5.98023174594062e-05,7.43780402023933e-06,2.34115278363066e-05
"GIMAP5",1.73348279807237e-05,0.00021437448780779,7.68488401186689e-05,0.000124808504598337,9.27060156829413e-05,0.000169838581584714,0.000447330784645822,4.68230556726132e-06
"ENPP2",9.63045998929093e-06,0.000431462576727071,9.47206634020803e-05,0.000584886913705932,0.000430197578393873,0.000394695295232081,0.000137068102658696,7.02345835089198e-05
"AP3B2",6.74132199250365e-05,2.71360111149102e-06,5.89770168352575e-05,0.00054083685325946,0.000109372265693358,0.000232032991742496,2.44384989236435e-05,7.02345835089198e-05
"HPR",3.65957479593055e-05,0.00010583044334815,2.68077349251171e-05,0.000359742160312853,0.000126038515703774,0.000255953918726258,2.86886726494945e-05,1.4046916701784e-05
"UHRF1",1.92609199785819e-06,0.000225228892253754,0.00173535404081924,2.44722558035955e-06,1.04164062565103e-06,0.00233707456631359,0.000349576788951248,0.000716392751790982
"CDH8",4.81522999464546e-05,2.44224100034191e-05,3.75308288951639e-05,6.60750906697078e-05,0.000286451172054032,9.80758006334261e-05,5.20646281416753e-05,1.4046916701784e-05
"PHYHIPL",1.92609199785819e-06,2.98496122264012e-05,0.00115273260178003,0.00177913299692139,0.00211348882944593,0.00448995799485222,0.000156193884425026,6.08699723743971e-05
"STXBP6",3.65957479593055e-05,9.49760389021855e-05,1.78718232834114e-06,2.20250302232359e-05,0.000411448047132155,0.000131565098410694,3.71890201011966e-05,0.000126422250316056
"SCG5",0.000383292307573779,6.24128255642934e-05,0.00107052221467634,0.0035509243171017,0.00266764164229228,0.00160987838600721,0.000117942320892366,0.0025424919230229
"TTYH1",5.77827599357456e-06,0.000138393656686042,0.00167101547699896,0.000526153499777302,0.000303117422064448,0.000653041306656716,2.01883251977925e-05,0.00143746780914923
"S100A4",0.000306248627659452,0.000371763352274269,0.00014118740393895,7.34167674107864e-06,2.18744531386715e-05,0.000107644171426931,0.00037720291816928,0.000641475862714801
"PPP1R14A",3.65957479593055e-05,0.000143820858909024,9.47206634020803e-05,0.000398897769598606,0.000128121796955076,9.32916152366737e-05,0.000400578873661461,3.27761389708292e-05
"LEF1",0.000248465867723706,1.35680055574551e-05,0.000226972155699324,6.60750906697078e-05,5.31236719082023e-05,6.45865028561587e-05,0.000787344682713906,0.00042608980662078
"FILIP1",0.0001059350598822,5.15584211183293e-05,4.11051935518462e-05,4.64972860268314e-05,5.93735156621084e-05,6.45865028561587e-05,0.000551460040929173,0.000163880694854146
"TMEM173",5.97088519336038e-05,4.61312188953473e-05,0.000126889945312221,8.56528953125841e-05,3.64574218977859e-05,3.58813904756437e-05,0.000360202223265876,7.02345835089198e-05
"GPR12",5.97088519336038e-05,7.86944322332394e-05,3.75308288951639e-05,0.000296114295223505,0.000286451172054032,0.000212896250155486,3.50639332382711e-05,3.27761389708292e-05
"ST6GALNAC5",1.92609199785819e-06,0.00010583044334815,1.96590056117525e-05,6.11806395089887e-05,0.000255201953284501,1.19604634918812e-05,3.18763029438828e-06,2.34115278363066e-05
"DNER",0.00204358360972753,0.00215188568141237,0.00186045680380312,0.000472314537009392,0.00337595726773497,0.0097382093750897,5.3127171573138e-06,0.000238797583930327
"FLJ33996",6.35610359293201e-05,2.44224100034191e-05,3.39564642384816e-05,0.000222697527812719,0.000248952109530595,0.000121996727617189,7.43780402023933e-06,0.000173245305988669
"DCC",1.34826439850073e-05,4.61312188953473e-05,4.82539228652107e-05,4.64972860268314e-05,0.000159371015724607,0.000676962233640478,2.86886726494945e-05,0.00074448658519455
"GPR37L1",4.04479319550219e-05,5.15584211183293e-05,0.0020677699538907,0.000829609471741886,0.000282284609551428,0.000232032991742496,7.43780402023933e-06,0.000154516083719624
"MRVI1",4.04479319550219e-05,0.00016010246557797,0.000119741215998856,0.000575098011384493,0.000340616484587885,2.63130196821387e-05,0.000419704655427791,4.21407501053519e-05
"IGF2",0.000248465867723706,2.98496122264012e-05,2.68077349251171e-05,9.05473464733032e-05,2.60410156412756e-05,0.000246385547932753,0.000332576094047844,4.68230556726132e-06
"RNF128",5.2004483942171e-05,0.000170956870023934,8.93591164170569e-06,6.60750906697078e-05,0.000109372265693358,0.000155486025394456,0.000247572619530823,0.000257526806199373
"CYR61",0.00112676381874704,0.00013296645446306,1.96590056117525e-05,0.000247169783616314,3.64574218977859e-05,2.63130196821387e-05,0.000430330089742418,0.000238797583930327
"SLC44A5",0.000102082875886484,2.71360111149102e-06,8.93591164170569e-06,2.44722558035955e-06,9.06227344316392e-05,0.000461673890786616,2.86886726494945e-05,0.000238797583930327
"GPRC5A",0.000406405411548077,5.15584211183293e-05,8.93591164170569e-06,6.60750906697078e-05,1.04164062565103e-06,4.54497612691487e-05,3.71890201011966e-05,1.4046916701784e-05
"KCNMA1",0.000202239659775109,0.000154675263354988,0.000216249061729278,0.00110369873674216,0.000861436797413398,5.02339466659012e-05,5.41897150046008e-05,0.000117057639181533
"HEPN1",0.000753101971162551,0.00260234346591988,0.00691460842835186,0.0059345220323719,0.00125101039140688,5.02339466659012e-05,7.43780402023933e-06,0.00117525869738259
"MMP7",0.000159865635822229,0.000474880194510928,8.93591164170569e-06,2.44722558035955e-06,5.20820312825513e-06,2.39209269837625e-06,4.78144544158242e-05,2.34115278363066e-05
"NEUROD6",5.77827599357456e-06,8.14080333447305e-06,1.2510276298388e-05,0.000159069662723371,0.000207286484504554,4.54497612691487e-05,1.06254343146276e-06,6.08699723743971e-05
"TUBA1C",0.00193187027385176,0.00264033388148076,0.000977588733602602,2.20250302232359e-05,3.12492187695308e-06,0.000600415267292438,0.00107423140920885,0.00121271714192068
"CACNG2",1.92609199785819e-06,2.44224100034191e-05,1.78718232834114e-06,0.000335269904509258,6.35400781647126e-05,0.000165054396187961,7.43780402023933e-06,6.08699723743971e-05
"MRC1",0.000117491611869349,1.35680055574551e-05,1.96590056117525e-05,9.05473464733032e-05,0.000107288984442056,0.000126780913013941,0.00033470118091077,7.95991946434424e-05
"RASGRF1",9.63045998929093e-06,2.71360111149102e-06,4.46795582085284e-05,0.000144386309241213,0.000157287734473305,0.000117212542220436,1.16879777460904e-05,0.000145151472585101
"CDK6",0.0020127661377618,2.71360111149102e-06,0.0032365871966258,2.44722558035955e-06,0.000107288984442056,0.00217441226282401,0.00050045795621896,0.00514585381842019
"GSTM5",9.63045998929093e-06,1.35680055574551e-05,0.000109018122028809,0.000408686671920044,5.93735156621084e-05,1.19604634918812e-05,2.2313412060718e-05,0.000163880694854146
"ZNF385B",1.73348279807237e-05,2.98496122264012e-05,3.75308288951639e-05,1.22361279017977e-05,0.000267701640792314,8.85074298399212e-05,2.86886726494945e-05,5.15053612398745e-05
"SEZ6",0.000113639427873633,5.69856233413113e-05,0.000795296136111806,0.000203119723169842,1.97911718873695e-05,0.000217680435552239,2.6563585786569e-05,4.68230556726132e-06
"FMOD",0.000256170235715139,9.49760389021855e-05,0.000169782321192408,7.34167674107864e-06,3.22908593951818e-05,9.80758006334261e-05,6.48151493192284e-05,0.000688298918387414
"GOLGA7B",4.81522999464546e-05,2.98496122264012e-05,8.75719340887157e-05,0.000340164355669977,0.00011145554694466,7.41548736496637e-05,1.59381514719414e-05,0.000154516083719624
"SPARC",0.00387337100769281,0.00140293177464085,0.0171801837223434,0.000907920690313392,7.29148437955718e-06,0.00155246816124618,0.0250452112230087,0.0254296015357962
"VAMP1",4.81522999464546e-05,1.89952077804371e-05,3.03820995817993e-05,0.000394003318437887,0.000136454921960284,0.000126780913013941,2.2313412060718e-05,9.83284169124877e-05
"CSPG5",6.74132199250365e-05,8.14080333447305e-06,0.000720234478321478,0.000301008746384224,0.000230202578268877,0.000538220857134656,3.71890201011966e-05,5.15053612398745e-05
"EGFLAM",1.92609199785819e-06,3.52768144493832e-05,6.97001108053044e-05,3.67083837053932e-05,3.43741406464838e-05,9.32916152366737e-05,0.000205070882272313,9.83284169124877e-05
"RUNX1",0.000872519675029758,0.000279500914483575,0.000244843978982736,2.6919481383955e-05,2.81242968925777e-05,3.10972050788912e-05,0.000715091729374438,0.000678934307252891
"MEX3A",0.000225352763749408,4.61312188953473e-05,0.000201951603102549,3.67083837053932e-05,1.56246093847654e-05,0.00174383557711628,9.24412785372602e-05,4.68230556726132e-06
"PIP5K1B",1.92609199785819e-06,0.000122112050017096,6.61257461486221e-05,0.00011012515111618,0.000382282109613926,0.000102859986030179,4.99395412787498e-05,0.000182609917123191
"MLF1IP",5.77827599357456e-06,0.000154675263354988,0.000312756907459699,0.00010523069995546,1.04164062565103e-06,0.00208829692568246,0.000349576788951248,0.000407360584351735
"NRN1",0.00742893683573902,0.000550861025632676,0.000602280444650963,0.000903026239152673,0.00153225336033266,0.000136349283807446,7.1190409908005e-05,0.000772580418598118
"MGAT4C",1.34826439850073e-05,2.98496122264012e-05,3.75308288951639e-05,2.20250302232359e-05,0.000269784922043616,0.000112428356823684,3.71890201011966e-05,7.02345835089198e-05
"HES6",5.77827599357456e-06,2.44224100034191e-05,0.000387818565250027,0.000149280760401932,7.60397656725248e-05,0.00169599372314876,1.16879777460904e-05,7.02345835089198e-05
"ID3",1.92609199785819e-06,0.00153861183021541,0.00353683382778711,4.64972860268314e-05,2.81242968925777e-05,0.0030212130780492,0.00161612855925486,0.000735121974060027
"FAM20A",4.81522999464546e-05,0.000122112050017096,2.32333702684348e-05,0.000115019602276899,1.04164062565103e-06,9.32916152366737e-05,0.000241197358942047,5.15053612398745e-05
"LAMA2",0.000152161267830797,5.15584211183293e-05,0.000416413482503485,0.000115019602276899,6.14567969134105e-05,0.000126780913013941,0.00086597289664215,0.00114716486397902
"STXBP5",0.000156013451826513,8.14080333447305e-06,3.39564642384816e-05,0.000217803076652,0.00280513820487821,0.000499947373960636,0.000247572619530823,0.000163880694854146
"GPRASP1",0.000159865635822229,0.000122112050017096,0.000101869392715445,0.000467420085848673,0.00104684882877928,0.000165054396187961,3.71890201011966e-05,8.89638057779651e-05
"RAB11FIP4",4.43001159507383e-05,4.61312188953473e-05,5.89770168352575e-05,0.000751298253170381,0.000253118672033199,0.000155486025394456,3.71890201011966e-05,0.00010769302804701
"C3orf80",7.12654039207529e-05,6.24128255642934e-05,6.25513814919398e-05,2.44722558035955e-06,0.000348949609593093,4.06655758723962e-05,0.000109441973440664,0.000145151472585101
"RASL12",2.118701197644e-05,8.14080333447305e-06,0.000241269614326054,0.000168858565044809,3.43741406464838e-05,0.000188975323171724,0.000432455176605344,0.000191974528257714
"PAIP2B",7.12654039207529e-05,0.00013296645446306,4.46795582085284e-05,0.00108412093209928,0.000119788671949868,9.32916152366737e-05,5.41897150046008e-05,4.21407501053519e-05
"TESPA1",1.92609199785819e-06,2.44224100034191e-05,1.78718232834114e-06,0.000305903197544943,0.000130205078206378,2.39209269837625e-06,7.43780402023933e-06,1.4046916701784e-05
"ME1",6.35610359293201e-05,0.000111257645571132,8.75719340887157e-05,0.000252064234777033,0.00070102414106314,0.000112428356823684,9.66914522631113e-05,0.000304349861871986
"COL12A1",8.66741399036184e-05,2.44224100034191e-05,8.75719340887157e-05,7.34167674107864e-06,4.062398440039e-05,5.02339466659012e-05,0.000366577483854653,0.000135786861450578
"PTPRB",5.77827599357456e-06,1.89952077804371e-05,0.000155484862565679,0.000232486430134157,0.000232285859520179,0.000184191137774971,0.000870223070368001,0.000323079084141031
"SFRP1",8.66741399036184e-05,5.69856233413113e-05,1.96590056117525e-05,5.62861883482696e-05,0.000130205078206378,0.000624336194276201,3.08137595124201e-05,0.000397995973217212
"CALCRL",0.000136752531847931,0.000360908947828305,0.00045573149372699,0.00016396411388409,0.000207286484504554,0.00726478552496866,0.00385384502591543,0.00250503347848481
"CX3CR1",1.92609199785819e-06,0.000208947285584808,0.000562962433427458,4.64972860268314e-05,0.000263535078289709,0.000428184593009348,0.000194445447957685,0.000444819028889825
"COL6A1",0.000352474835608048,7.86944322332394e-05,0.000369946741966615,5.13917371875505e-05,1.97911718873695e-05,2.15288342853862e-05,0.000268823488160079,0.00038863136208269
"TMEM233",4.43001159507383e-05,8.14080333447305e-06,9.47206634020803e-05,2.6919481383955e-05,0.000255201953284501,0.000102859986030179,9.03161916743347e-05,0.000163880694854146
"CTNNA2",0.00019068310778796,1.89952077804371e-05,0.000920398899095686,0.00108412093209928,0.00115726273509829,0.00138023748696309,3.08137595124201e-05,0.000575923584773142
"KHDRBS2",5.77827599357456e-06,4.61312188953473e-05,2.32333702684348e-05,7.34167674107864e-06,0.000269784922043616,6.45865028561587e-05,4.99395412787498e-05,8.89638057779651e-05
"NFASC",0.000429518515522375,8.14080333447305e-06,0.000616577903277692,0.000531047950938022,3.43741406464838e-05,0.00140894259934361,5.3127171573138e-06,4.68230556726132e-06
"GMFG",5.97088519336038e-05,0.000784230721220903,1.60846409550702e-05,0.000149280760401932,0.000107288984442056,0.000131565098410694,0.00218352675165597,0.000332443695275554
"VSTM2L",1.73348279807237e-05,2.98496122264012e-05,7.32744754619866e-05,0.000124808504598337,0.000171870703232419,0.000117212542220436,1.16879777460904e-05,4.68230556726132e-06
"NAV3",1.73348279807237e-05,4.61312188953473e-05,5.54026521785753e-05,0.000183541918526966,0.000655191953534495,0.000385126924438576,0.000120067407755292,0.000220068361661282
"SVOP",5.2004483942171e-05,5.69856233413113e-05,1.60846409550702e-05,0.000340164355669977,0.000190620234494138,0.000217680435552239,5.20646281416753e-05,1.4046916701784e-05
"DLL3",2.118701197644e-05,2.71360111149102e-06,0.000241269614326054,0.000178647467366247,3.85407031490879e-05,0.000629120379672953,2.2313412060718e-05,0.000126422250316056
"KIAA0319",7.12654039207529e-05,3.52768144493832e-05,2.68077349251171e-05,0.000335269904509258,0.000144788046965493,7.41548736496637e-05,1.80632383348669e-05,1.4046916701784e-05
"CDK5R1",8.2821955907902e-05,2.71360111149102e-06,0.000212674697072595,0.000775770508973976,0.00186974492304359,0.00130847470601181,6.48151493192284e-05,0.000201339139392237
"TGIF2-C20ORF24",0.000248465867723706,0.000225228892253754,0.000355649283339886,5.13917371875505e-05,7.18732031699208e-05,0.000385126924438576,0.000177444753054281,0.000135786861450578
"TNNT1",7.12654039207529e-05,2.71360111149102e-06,1.60846409550702e-05,0.000266747588259191,0.000182287109488929,0.000102859986030179,1.06254343146276e-06,4.68230556726132e-06
"CDK1",0.000152161267830797,0.000502016205625838,0.000480752046323766,1.22361279017977e-05,7.29148437955718e-06,0.00302599726344595,0.000989227934691831,0.000360537528679122
"CLIP3",0.000163717819817946,0.000116684847794114,0.000827465418021947,0.00164698281558197,9.37476563085923e-06,5.02339466659012e-05,4.78144544158242e-05,0.000294985250737463
"ELOVL2",0.000348622651612332,0.000659405070092317,0.00360832112092076,0.00011012515111618,0.000328116797080073,2.39209269837625e-06,0.000317700486007366,0.00267359647890621
"STOX1",7.89697719121856e-05,3.52768144493832e-05,7.68488401186689e-05,0.000168858565044809,0.000346866328341791,0.000222464620948991,3.93141069641222e-05,7.95991946434424e-05
"XK",3.27435639635892e-05,4.07040166723652e-05,4.11051935518462e-05,3.18139325446741e-05,0.000319783672074865,0.000160270210791209,4.56893675528987e-05,5.15053612398745e-05
"HENMT1",9.63045998929093e-06,0.000176384072246916,4.11051935518462e-05,2.44722558035955e-06,0.000307283984567052,7.89390590464162e-05,0.000122192494618218,6.08699723743971e-05
"CENPE",0.000102082875886484,0.000632269058977407,0.000923973263752368,2.20250302232359e-05,3.64574218977859e-05,0.00653280515926553,0.00148224808689055,0.000763215807463595
"PCDHA12",6.35610359293201e-05,4.61312188953473e-05,8.93591164170569e-06,1.71305790625168e-05,0.00012187195320117,0.000590846896498933,2.6563585786569e-05,3.27761389708292e-05
"C1orf54",8.2821955907902e-05,0.00156574784133032,0.000666619008471244,2.20250302232359e-05,0.000288534453305334,0.000232032991742496,0.00410248018887772,0.000819403474270731
"NELL1",9.43785078950511e-05,2.71360111149102e-06,1.78718232834114e-06,0.000134597406919775,0.000232285859520179,2.39209269837625e-06,2.2313412060718e-05,0.00010769302804701
"GRIA4",0.000125195979860782,7.32672300102574e-05,0.000663044643814562,0.000212908625491281,0.000940601484962876,0.00154289979045268,2.44384989236435e-05,0.00038863136208269
"PRR16",7.12654039207529e-05,2.71360111149102e-06,3.39564642384816e-05,3.18139325446741e-05,4.68738281542961e-05,8.85074298399212e-05,0.000226321750901568,0.000117057639181533
"KCNC1",7.89697719121856e-05,1.35680055574551e-05,2.32333702684348e-05,0.000428264476562921,0.000167704140729815,8.37232444431687e-05,2.2313412060718e-05,6.08699723743971e-05
"PLAC9",2.50391959721564e-05,4.07040166723652e-05,2.32333702684348e-05,7.34167674107864e-06,8.0206328175129e-05,8.85074298399212e-05,0.000285824183063483,5.15053612398745e-05
"ANKRD37",0.000683762659239656,5.69856233413113e-05,1.96590056117525e-05,0.000129702955759056,4.2707265651692e-05,8.37232444431687e-05,5.20646281416753e-05,5.15053612398745e-05
"TNFRSF12A",0.000595162427338179,0.000697395485653191,0.000655895914501197,2.20250302232359e-05,7.29148437955718e-06,0.000165054396187961,0.000205070882272313,0.000491642084562439
"PHOSPHO2-KLHL23",0.00019068310778796,2.44224100034191e-05,6.61257461486221e-05,3.18139325446741e-05,3.64574218977859e-05,0.000217680435552239,2.01883251977925e-05,2.34115278363066e-05
"EDN3",1.34826439850073e-05,2.71360111149102e-06,3.39564642384816e-05,7.58639929911459e-05,6.14567969134105e-05,2.15288342853862e-05,5.3127171573138e-06,0.00144683242028375
"MEGF11",9.05263238993347e-05,2.71360111149102e-06,8.04232047753512e-05,7.34167674107864e-06,0.000159371015724607,0.0013898058577566,2.86886726494945e-05,4.68230556726132e-06
"FLI1",5.2004483942171e-05,0.000176384072246916,0.000212674697072595,4.16028348661123e-05,7.81230469238269e-05,0.000275090660313268,0.000808595551343161,0.000126422250316056
"CCNB2",8.66741399036184e-05,5.15584211183293e-05,0.000291310719519605,0.000100336248794741,7.29148437955718e-06,0.000916171503478103,0.000177444753054281,4.68230556726132e-06
"LOXL2",0.000614423347316761,0.00018723847669288,0.000212674697072595,9.05473464733032e-05,3.12492187695308e-06,6.45865028561587e-05,0.000436705350331195,2.34115278363066e-05
"ANXA1",0.00351126571209547,0.00609203449529733,0.00265039139292991,2.20250302232359e-05,5.10403906569002e-05,1.19604634918812e-05,0.00329919735469187,0.00193379219927892
"PRKAR2B",0.000156013451826513,0.000203520083361826,5.36154698502341e-06,0.000217803076652,0.00201974117313734,0.00182038254346432,0.00011156706030359,7.02345835089198e-05
"CTGF",0.000610571163321045,0.000382617756720233,0.000269864531579512,0.000315692099866382,0.000161454296975909,0.000485594817770378,0.00297830923839012,0.000838132696539776
"PROCR",1.34826439850073e-05,0.000301209723375503,8.04232047753512e-05,8.0758444151865e-05,1.97911718873695e-05,0.000155486025394456,0.000336826267773695,0.000154516083719624
"SHD",1.34826439850073e-05,7.32672300102574e-05,0.000101869392715445,0.000129702955759056,7.29148437955718e-06,0.000557357598721666,1.80632383348669e-05,1.4046916701784e-05
"INPP4B",9.43785078950511e-05,0.000165529667800952,3.39564642384816e-05,7.58639929911459e-05,0.000105205703190754,2.63130196821387e-05,0.000715091729374438,2.34115278363066e-05
"BCL11B",3.27435639635892e-05,5.69856233413113e-05,4.46795582085284e-05,0.000183541918526966,0.000117705390698566,0.000471242261580121,3.71890201011966e-05,4.68230556726132e-06
"INSM1",0.000156013451826513,3.52768144493832e-05,5.36154698502341e-06,7.09695418304268e-05,5.20820312825513e-06,0.000849192907923568,3.08137595124201e-05,0.000163880694854146
"FBLN1",5.2004483942171e-05,2.44224100034191e-05,3.03820995817993e-05,0.000232486430134157,5.31236719082023e-05,0.000418616222215843,0.000479207087589705,9.83284169124877e-05
